Term,Ont,N,DE,P.DE
regulation of nucleobase-containing compound metabolic process,BP,4140,777,4.425310376068853e-111
nucleoplasm,CC,3512,699,5.520980896795401e-110
cellular macromolecule biosynthetic process,BP,4961,865,4.616037221776611e-108
intracellular membrane-bounded organelle,CC,11488,1474,1.0589664544980542e-106
macromolecule biosynthetic process,BP,5114,872,2.8775410541448753e-103
RNA metabolic process,BP,5206,880,2.806896939760783e-102
cellular macromolecule metabolic process,BP,8352,1189,4.896852194874482e-99
heterocycle biosynthetic process,BP,4341,776,6.175216737683522e-99
cellular nitrogen compound biosynthetic process,BP,5029,852,3.0182616396874425e-98
nucleoplasm,CC,3512,86,4.973408906843722e-18
intracellular organelle lumen,CC,5740,109,1.5778089153641836e-15
membrane-enclosed lumen,CC,5740,109,1.5778089153641836e-15
organelle lumen,CC,5740,109,1.5778089153641836e-15
nuclear lumen,CC,4594,95,2.647561107332071e-15
nuclear part,CC,5023,99,1.0499382896641221e-14
nucleic acid binding,MF,4349,88,2.442127511587446e-13
cellular nitrogen compound metabolic process,BP,7161,119,6.338413621822625e-13
heterocyclic compound binding,MF,6241,109,7.343741777163896e-13
intracellular part,CC,15063,185,1.838947659915119e-12
organic cyclic compound binding,MF,6328,109,1.9567229204505287e-12
intracellular,CC,15073,185,2.028898431409791e-12
RNA binding,MF,1950,53,2.6093418366712253e-12
intracellular membrane-bounded organelle,CC,11488,158,3.4225778146867142e-12
nucleus,CC,7932,125,4.42137991326275e-12
nucleobase-containing compound metabolic process,BP,6411,109,4.873039966460086e-12
heterocycle metabolic process,BP,6570,110,9.957563193371678e-12
cellular aromatic compound metabolic process,BP,6615,110,1.5994767671460857e-11
nucleic acid metabolic process,BP,5735,100,2.1935956721854932e-11
membrane-bounded organelle,CC,13019,168,4.9455028101775503e-11
intermediate filament,CC,214,3,3.756964569052615e-4
keratinization,BP,224,3,4.2939788755644136e-4
intermediate filament cytoskeleton,CC,251,3,5.984541094082782e-4
keratinocyte differentiation,BP,305,3,0.0010528271516171395
epidermal cell differentiation,BP,358,3,0.0016689205499105463
thiol-dependent ubiquitin-specific protease activity,MF,106,2,0.0023170133740236833
skin development,BP,419,3,0.0026136234540781807
thiol-dependent ubiquitinyl hydrolase activity,MF,114,2,0.002673384908344991
ubiquitinyl hydrolase activity,MF,114,2,0.002673384908344991
detection of chemical stimulus involved in sensory perception of smell,BP,427,3,0.0027576361127239087
olfactory receptor activity,MF,427,3,0.0027576361127239087
cysteine-type endopeptidase activity,MF,116,2,0.0027662743805215904
ubiquitin-like protein-specific protease activity,MF,123,2,0.0031032640876086735
sensory perception of smell,BP,454,3,0.0032798697662098793
epidermis development,BP,464,3,0.00348776157975208
detection of chemical stimulus involved in sensory perception,BP,477,3,0.003769977643063008
induction of bacterial agglutination,BP,6,1,0.00409346196789484
detection of chemical stimulus,BP,512,3,0.00459859095305568
sensory perception of chemical stimulus,BP,526,3,0.004958805291357883
detection of stimulus involved in sensory perception,BP,531,3,0.005091515298812263
detection of chemical stimulus involved in sensory perception of smell,BP,427,170,1.3759454420038399e-190
olfactory receptor activity,MF,427,170,1.3759454420038399e-190
detection of chemical stimulus involved in sensory perception,BP,477,173,1.0346338861224305e-185
sensory perception of smell,BP,454,170,5.302117862481361e-185
detection of chemical stimulus,BP,512,173,2.4702561515134058e-179
sensory perception of chemical stimulus,BP,526,173,6.168902652252291e-177
detection of stimulus involved in sensory perception,BP,531,173,4.236228353793489e-176
detection of stimulus,BP,691,173,1.5059895442485395e-153
G protein-coupled receptor activity,MF,866,175,6.675421714274022e-138
sensory perception,BP,977,174,5.756567445670735e-127
transmembrane signaling receptor activity,MF,1277,176,1.034196483571056e-108
G protein-coupled receptor signaling pathway,BP,1371,176,2.4489090499067134e-103
nervous system process,BP,1437,176,8.144650254603219e-100
signaling receptor activity,MF,1484,176,2.0189892373130575e-97
molecular transducer activity,MF,1538,176,8.877387119011679e-95
system process,BP,2216,179,2.1091725095909194e-71
odorant binding,MF,102,51,7.20394560759954e-61
multicellular organismal process,BP,7751,278,1.0950947481985597e-42
keratinization,BP,224,48,1.1536209105594987e-36
intermediate filament,CC,214,45,5.069494285755343e-34
intracellular part,CC,15063,2119,7.941943587136966e-95
intracellular,CC,15073,2119,2.2919737921707784e-94
intracellular organelle part,CC,9811,1597,3.966761078509487e-94
ribosomal subunit,CC,190,143,5.802762417482991e-94
intracellular membrane-bounded organelle,CC,11488,1775,7.634415896352239e-93
organelle part,CC,10112,1621,2.395698009982104e-90
intracellular organelle,CC,13294,1944,1.1340551747418051e-87
membrane-bounded organelle,CC,13019,1896,1.276481876631118e-78
cytoplasmic part,CC,9735,1538,5.101664072266311e-75
organelle,CC,14144,1995,1.1459678170856478e-74
ribosome,CC,272,154,1.5408356712419508e-73
structural constituent of ribosome,MF,202,130,8.247517434079839e-72
cytoplasm,CC,11625,1733,7.873132398019819e-71
intracellular organelle lumen,CC,5740,1029,7.203843305502808e-67
membrane-enclosed lumen,CC,5740,1029,7.203843305502808e-67
organelle lumen,CC,5740,1029,7.203843305502808e-67
large ribosomal subunit,CC,121,94,3.4343030865077826e-64
nucleoplasm,CC,3512,712,1.1262216449994038e-62
RNA binding,MF,1950,463,2.806957052591558e-58
nuclear part,CC,5023,904,1.0656586642293694e-56
detection of chemical stimulus involved in sensory perception of smell,BP,427,223,2.5193206783787224e-240
olfactory receptor activity,MF,427,223,2.5193206783787224e-240
detection of chemical stimulus involved in sensory perception,BP,477,228,2.170189743226549e-234
sensory perception of smell,BP,454,224,5.426499569534323e-234
detection of chemical stimulus,BP,512,228,2.845300400336422e-225
sensory perception of chemical stimulus,BP,526,229,1.7142902966284359e-223
detection of stimulus involved in sensory perception,BP,531,229,2.671539242158282e-222
detection of stimulus,BP,691,229,1.2296276689436322e-190
G protein-coupled receptor activity,MF,866,233,1.3894640234393984e-170
sensory perception,BP,977,236,4.234326019059242e-161
transmembrane signaling receptor activity,MF,1277,236,1.240306014186019e-132
nervous system process,BP,1437,243,7.413663605385118e-128
G protein-coupled receptor signaling pathway,BP,1371,236,2.2903841608965774e-125
signaling receptor activity,MF,1484,237,2.089088649543245e-118
molecular transducer activity,MF,1538,237,7.709748400400724e-115
system process,BP,2216,250,1.0914849007061615e-90
odorant binding,MF,102,61,5.890940570577496e-68
multicellular organismal process,BP,7751,395,6.03291859620988e-49
keratinization,BP,224,64,7.855136335856341e-46
keratinocyte differentiation,BP,305,68,5.388504596223512e-41
SRP-dependent cotranslational protein targeting to membrane,BP,105,72,1.7173692115500964e-51
cotranslational protein targeting to membrane,BP,109,73,4.757538587151453e-51
protein targeting to ER,BP,118,74,1.2279718284533172e-48
protein localization to endoplasmic reticulum,BP,147,82,4.074700242412374e-48
cytosolic ribosome,CC,112,71,3.480152724103356e-47
establishment of protein localization to endoplasmic reticulum,BP,122,74,3.9201644719341657e-47
intracellular transport,BP,1847,347,8.088810843125843e-47
"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",BP,120,73,1.2226511958146793e-46
establishment of localization in cell,BP,2242,392,2.318465378950571e-45
cellular localization,BP,2927,471,4.312863069742041e-45
cytoplasm,CC,11625,1273,9.519725380364176e-40
synapse,CC,1171,240,5.528974425332316e-38
neuron part,CC,1729,309,6.664514777115202e-37
protein targeting to membrane,BP,202,83,1.0590079649473423e-35
transport,BP,5190,677,9.806668085433325e-35
protein localization,BP,2765,422,3.932044373215198e-34
synapse part,CC,938,199,1.5695198213453563e-33
viral transcription,BP,177,75,1.869234405535095e-33
protein localization to membrane,BP,621,153,2.1489136580506322e-33
establishment of localization,BP,5315,684,3.05521385517705e-33
nucleic acid binding,MF,4349,1148,3.1917946744076402e-105
nucleus,CC,7932,1763,1.385175042160749e-104
heterocyclic compound binding,MF,6241,1456,1.8893418955557118e-94
DNA binding,MF,2518,763,2.2460091955562378e-94
nucleic acid metabolic process,BP,5735,1366,2.430041014455972e-93
organic cyclic compound binding,MF,6328,1462,2.51818943076415e-91
nucleobase-containing compound metabolic process,BP,6411,1460,9.193011775534978e-86
regulation of nucleobase-containing compound metabolic process,BP,4140,1057,8.518520721546974e-85
heterocycle metabolic process,BP,6570,1483,1.6589393186229995e-84
nucleoplasm,CC,3512,937,3.8457563904394775e-84
cellular aromatic compound metabolic process,BP,6615,1487,2.5450405194774492e-83
organic cyclic compound metabolic process,BP,6839,1520,6.692511230018319e-82
regulation of RNA metabolic process,BP,3822,978,1.841740155518455e-77
intracellular part,CC,15063,2697,3.526753675405238e-76
intracellular,CC,15073,2698,4.390930666274677e-76
RNA metabolic process,BP,5206,1215,5.1697734673916576e-73
intracellular membrane-bounded organelle,CC,11488,2204,1.1624461574235224e-71
intracellular organelle,CC,13294,2454,3.907990252284961e-71
nucleobase-containing compound biosynthetic process,BP,4278,1044,4.112907859771197e-71
heterocycle biosynthetic process,BP,4341,1054,1.2462527306149481e-70
detection of chemical stimulus involved in sensory perception of smell,BP,427,233,4.2117877049796936e-248
olfactory receptor activity,MF,427,233,4.2117877049796936e-248
sensory perception of smell,BP,454,234,3.114332090773507e-241
detection of chemical stimulus involved in sensory perception,BP,477,237,1.6816846675098866e-239
detection of chemical stimulus,BP,512,237,6.818297672889099e-230
sensory perception of chemical stimulus,BP,526,238,6.450641220734237e-228
detection of stimulus involved in sensory perception,BP,531,238,1.1584839978089263e-226
detection of stimulus,BP,691,238,1.8246142868701934e-193
G protein-coupled receptor activity,MF,866,243,1.7443461652515682e-173
sensory perception,BP,977,245,4.1565600091953926e-162
transmembrane signaling receptor activity,MF,1277,246,1.2020409339831848e-133
G protein-coupled receptor signaling pathway,BP,1371,247,4.10584387038928e-127
nervous system process,BP,1437,248,3.723401822305443e-123
signaling receptor activity,MF,1484,248,8.9112258465055e-120
molecular transducer activity,MF,1538,248,4.691863576654538e-116
system process,BP,2216,260,2.22993652367504e-89
odorant binding,MF,102,65,1.0697661044991475e-72
keratinization,BP,224,68,3.0095368040117756e-48
multicellular organismal process,BP,7751,418,2.1219227079024283e-47
keratinocyte differentiation,BP,305,72,9.347649175957076e-43
detection of chemical stimulus involved in sensory perception of smell,BP,427,258,5.9307681911226255e-263
olfactory receptor activity,MF,427,258,5.9307681911226255e-263
sensory perception of smell,BP,454,260,2.5979391841143258e-256
detection of chemical stimulus involved in sensory perception,BP,477,262,1.045554524354614e-251
detection of chemical stimulus,BP,512,264,8.039372676792891e-244
sensory perception of chemical stimulus,BP,526,264,1.1386130750403614e-239
detection of stimulus involved in sensory perception,BP,531,264,3.1535317328300646e-238
detection of stimulus,BP,691,266,4.03187815546687e-203
G protein-coupled receptor activity,MF,866,273,1.0072051238531896e-181
sensory perception,BP,977,276,1.5769753819287002e-169
transmembrane signaling receptor activity,MF,1277,278,3.385953308383532e-138
G protein-coupled receptor signaling pathway,BP,1371,279,1.1837399718744521e-130
nervous system process,BP,1437,281,5.747980521056947e-127
signaling receptor activity,MF,1484,280,3.0285774322654063e-122
molecular transducer activity,MF,1538,280,4.367819496093482e-118
system process,BP,2216,293,1.8843393707743503e-87
odorant binding,MF,102,67,1.7101147099686409e-69
keratinization,BP,224,79,4.309473721223853e-54
keratinocyte differentiation,BP,305,86,8.587743977262746e-50
multicellular organismal process,BP,7751,503,6.785230562844897e-49
intracellular,CC,15073,2067,4.713816476232587e-103
intracellular part,CC,15063,2066,6.258834577179488e-103
intracellular organelle,CC,13294,1907,1.460676250273226e-98
intracellular membrane-bounded organelle,CC,11488,1723,2.124773497377897e-93
organelle,CC,14144,1958,1.69861312307157e-86
membrane-bounded organelle,CC,13019,1850,5.048372136920218e-84
nucleoplasm,CC,3512,744,4.326972232605499e-83
intracellular organelle part,CC,9811,1520,3.952451448917828e-82
organelle part,CC,10112,1540,1.844013555707325e-77
protein binding,MF,11807,1677,4.5337195463460865e-63
nuclear part,CC,5023,895,5.205994861685812e-62
nuclear lumen,CC,4594,833,5.902848129967847e-60
nucleus,CC,7932,1240,1.9840315483011874e-58
intracellular organelle lumen,CC,5740,975,3.222268301629116e-58
membrane-enclosed lumen,CC,5740,975,3.222268301629116e-58
organelle lumen,CC,5740,975,3.222268301629116e-58
binding,MF,15267,1993,4.99228984991502e-58
cellular macromolecule metabolic process,BP,8352,1283,9.918448381423553e-57
cellular metabolic process,BP,11301,1589,1.8771456526894576e-51
nucleic acid binding,MF,4349,771,4.9095513166514665e-50
intracellular part,CC,15063,2313,2.3586242846979036e-134
intracellular,CC,15073,2313,8.5134138925418e-134
intracellular organelle,CC,13294,2147,3.521987833458336e-131
intracellular membrane-bounded organelle,CC,11488,1933,1.061868230437622e-117
nucleoplasm,CC,3512,869,6.060972569899881e-115
organelle,CC,14144,2192,2.2781955410195394e-111
intracellular organelle part,CC,9811,1720,2.775890860830206e-108
membrane-bounded organelle,CC,13019,2060,3.1724985800004635e-101
organelle part,CC,10112,1734,2.3608630903090975e-99
nucleus,CC,7932,1443,1.0778910779190666e-90
nuclear part,CC,5023,1043,1.2774653856800469e-89
cellular macromolecule metabolic process,BP,8352,1488,1.7307773085878806e-87
nuclear lumen,CC,4594,974,2.9986801807815594e-87
nucleic acid binding,MF,4349,925,2.623681589803259e-82
intracellular organelle lumen,CC,5740,1116,1.473974010651325e-78
membrane-enclosed lumen,CC,5740,1116,1.473974010651325e-78
organelle lumen,CC,5740,1116,1.473974010651325e-78
organelle organization,BP,3885,835,1.5238214387854292e-74
cellular metabolic process,BP,11301,1800,3.639273879813524e-72
cellular nitrogen compound metabolic process,BP,7161,1287,5.486146427735362e-71
intracellular part,CC,15063,2271,1.1802437782968028e-129
intracellular,CC,15073,2271,4.1223875758102623e-129
intracellular organelle,CC,13294,2110,4.000921615463726e-128
intracellular membrane-bounded organelle,CC,11488,1898,2.9732752160648614e-114
nucleoplasm,CC,3512,857,6.0404895195521436e-114
organelle,CC,14144,2156,1.2271753996224376e-109
intracellular organelle part,CC,9811,1695,7.857019020439874e-108
membrane-bounded organelle,CC,13019,2029,6.347437833309011e-101
organelle part,CC,10112,1710,1.6330106561076949e-99
nuclear part,CC,5023,1025,1.0829364801763755e-87
nucleus,CC,7932,1415,1.5540236560987587e-87
nuclear lumen,CC,4594,958,1.0645705490518553e-85
cellular macromolecule metabolic process,BP,8352,1461,4.6257477257618086e-85
nucleic acid binding,MF,4349,902,8.214508915054394e-78
intracellular organelle lumen,CC,5740,1097,5.9920593675044826e-77
membrane-enclosed lumen,CC,5740,1097,5.9920593675044826e-77
organelle lumen,CC,5740,1097,5.9920593675044826e-77
organelle organization,BP,3885,823,7.014023716813828e-74
cellular nitrogen compound metabolic process,BP,7161,1265,1.7106545338785046e-69
cellular metabolic process,BP,11301,1766,1.8398252721938683e-69
intrinsic apoptotic signaling pathway by p53 class mediator,BP,78,4,2.313688744058482e-6
RNA polymerase I core binding,MF,6,2,2.1377846800984323e-5
intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator,BP,45,3,2.2015722196919443e-5
intrinsic apoptotic signaling pathway,BP,289,5,2.2739466840088868e-5
nucleic acid binding,MF,4349,15,2.8412650997087754e-5
nucleolus organization,BP,7,2,2.990658942913006e-5
apoptotic signaling pathway,BP,602,6,6.899293071940218e-5
positive regulation of apoptotic process,BP,672,6,1.264760962399432e-4
positive regulation of programmed cell death,BP,680,6,1.3494312007400727e-4
positive regulation of cell death,BP,730,6,1.9866355053271964e-4
intrinsic apoptotic signaling pathway in response to DNA damage,BP,104,3,2.6942965650860937e-4
signal transduction by p53 class mediator,BP,267,4,2.8752629173421537e-4
ribosome biogenesis,BP,297,4,4.3047437461286446e-4
cellular response to DNA damage stimulus,BP,854,6,4.6190590526879155e-4
nucleus organization,BP,130,3,5.183643800944833e-4
box C/D snoRNP complex binding,MF,1,1,0.0012202264740335256
box H/ACA snoRNP complex binding,MF,1,1,0.0012202264740335256
ferredoxin-NADP+ reductase activity,MF,1,1,0.0012202264740335256
formaldehyde biosynthetic process,BP,1,1,0.0012202264740335256
NADPH-adrenodoxin reductase activity,MF,1,1,0.0012202264740335256
detection of chemical stimulus involved in sensory perception of smell,BP,427,248,1.6935087105333833e-267
olfactory receptor activity,MF,427,248,1.6935087105333833e-267
sensory perception of smell,BP,454,249,8.51232067645591e-260
detection of chemical stimulus involved in sensory perception,BP,477,252,1.696295238422822e-257
detection of chemical stimulus,BP,512,253,1.1949140323744561e-248
sensory perception of chemical stimulus,BP,526,253,1.016875743790051e-244
detection of stimulus involved in sensory perception,BP,531,253,2.3654934738543113e-243
detection of stimulus,BP,691,255,3.367221416048812e-210
G protein-coupled receptor activity,MF,866,261,3.0176724579787885e-189
sensory perception,BP,977,261,3.357399493851964e-174
transmembrane signaling receptor activity,MF,1277,265,1.0118306150232236e-146
G protein-coupled receptor signaling pathway,BP,1371,264,1.928299432097944e-137
nervous system process,BP,1437,264,4.3148076826540774e-132
signaling receptor activity,MF,1484,267,1.8627581238896753e-131
molecular transducer activity,MF,1538,267,2.103325959977473e-127
system process,BP,2216,273,7.3539524266400145e-93
odorant binding,MF,102,67,1.5041013822843061e-74
keratinization,BP,224,73,1.8780401379563234e-52
multicellular organismal process,BP,7751,439,3.4578239606670066e-48
keratinocyte differentiation,BP,305,77,3.711723252099034e-46
nucleic acid binding,MF,4349,503,1.1141934635514425e-46
nucleus,CC,7932,756,1.4439287215723152e-43
regulation of nucleobase-containing compound metabolic process,BP,4140,473,1.2203187926425293e-41
cellular macromolecule metabolic process,BP,8352,776,8.676252033246841e-41
DNA binding,MF,2518,334,1.6908277927101929e-40
regulation of RNA metabolic process,BP,3822,443,5.439582329602941e-40
heterocyclic compound binding,MF,6241,627,6.31895626311646e-40
organic cyclic compound binding,MF,6328,631,3.5673947078567554e-39
binding,MF,15267,1173,2.49195761755741e-37
DNA-binding transcription factor activity,MF,1699,251,2.7074891634450015e-37
regulation of cellular macromolecule biosynthetic process,BP,3998,449,4.593254559463096e-37
"transcription, DNA-templated",BP,3668,422,6.960848929368669e-37
transcription by RNA polymerase II,BP,2818,351,8.407773813953e-37
transcription regulator activity,MF,2053,283,9.945333819270388e-37
nucleic acid-templated transcription,BP,3716,425,1.4397325301806169e-36
regulation of macromolecule biosynthetic process,BP,4138,458,2.455564800477209e-36
RNA biosynthetic process,BP,3733,425,4.4165239228422287e-36
nucleic acid metabolic process,BP,5735,577,1.303238273515442e-35
cellular macromolecule biosynthetic process,BP,4961,519,1.7389206354393386e-35
regulation of cellular biosynthetic process,BP,4325,470,1.9871592292591348e-35
detection of chemical stimulus involved in sensory perception of smell,BP,427,249,2.1039064707720788e-259
olfactory receptor activity,MF,427,249,2.1039064707720788e-259
detection of chemical stimulus involved in sensory perception,BP,477,255,1.6591848933244198e-252
sensory perception of smell,BP,454,250,1.2636392580961117e-251
detection of chemical stimulus,BP,512,256,1.810206905338534e-243
sensory perception of chemical stimulus,BP,526,256,1.741789316055867e-239
detection of stimulus involved in sensory perception,BP,531,256,4.225125559307564e-238
detection of stimulus,BP,691,258,1.8999752043100462e-204
G protein-coupled receptor activity,MF,866,265,2.97684462005823e-184
sensory perception,BP,977,266,3.1806116478614885e-170
transmembrane signaling receptor activity,MF,1277,269,4.06792932049935e-141
G protein-coupled receptor signaling pathway,BP,1371,274,7.438982318867948e-138
nervous system process,BP,1437,269,2.0010450160078614e-127
signaling receptor activity,MF,1484,272,1.2237789193083539e-126
molecular transducer activity,MF,1538,272,1.494305200014487e-122
system process,BP,2216,280,3.98385048282001e-89
odorant binding,MF,102,67,2.8229428621963553e-72
keratinization,BP,224,76,1.2615711780583242e-53
multicellular organismal process,BP,7751,468,3.2360703628331696e-49
keratinocyte differentiation,BP,305,78,9.408724143925829e-45
nucleus,CC,7932,589,8.754128217159948e-53
cellular macromolecule metabolic process,BP,8352,605,4.0439952015346006e-51
nucleoplasm,CC,3512,345,1.2270417063489253e-49
intracellular part,CC,15063,861,6.061884026917898e-48
intracellular,CC,15073,861,9.487392483812338e-48
nucleic acid binding,MF,4349,390,2.0283939877753026e-47
intracellular organelle,CC,13294,797,1.7819505900988378e-45
intracellular membrane-bounded organelle,CC,11488,727,4.947561751653288e-45
heterocyclic compound binding,MF,6241,482,7.683030974205603e-43
organic cyclic compound binding,MF,6328,485,3.01000743684594e-42
nucleic acid metabolic process,BP,5735,452,2.257700802288536e-41
membrane-bounded organelle,CC,13019,778,3.6896673776277364e-41
cellular macromolecule biosynthetic process,BP,4961,409,8.056444880677497e-41
organelle,CC,14144,818,8.280954473069519e-41
nucleobase-containing compound metabolic process,BP,6411,483,8.895161636209185e-40
macromolecule biosynthetic process,BP,5114,412,1.1398005546141987e-38
nuclear lumen,CC,4594,383,1.6166634990058901e-038
regulation of nucleobase-containing compound metabolic process,BP,4140,357,2.1586828721017742e-38
nuclear part,CC,5023,406,2.966339084083263e-38
cellular aromatic compound metabolic process,BP,6615,488,9.968312119714822e-38
cytoplasmic part,CC,9735,507,2.7654559536814828e-21
cytoplasm,CC,11625,575,9.581494125466821e-21
cytosol,CC,5085,289,9.028286339373291e-14
intracellular part,CC,15063,664,3.544107786700783e-12
intracellular,CC,15073,664,4.3754432049019725e-12
GTPase binding,MF,541,57,7.560731593333139e-12
organelle,CC,14144,628,6.460699496843335e-11
organelle part,CC,10112,477,4.0518806719699045e-10
cellular component organization or biogenesis,BP,6697,341,4.6442304978430307e-10
cellular component organization,BP,6512,333,5.470634391634628e-10
protein binding,MF,11807,539,9.291318407251481e-10
small GTPase binding,MF,443,46,1.3443839945016228e-9
Ras GTPase binding,MF,429,45,1.4789685730270552e-9
enzyme binding,MF,2217,141,1.5811098429203713e-9
intracellular organelle part,CC,9811,462,1.897002493723976e-9
protein localization,BP,2765,163,1.5200334977942238e-8
guanyl-nucleotide exchange factor activity,MF,214,28,1.838712828540617e-8
cellular localization,BP,2927,170,1.9539332612607487e-8
organelle organization,BP,3885,213,2.0631515724910023e-8
intracellular organelle,CC,13294,585,3.980436202466597e-8
metal ion binding,MF,4189,83,3.5664409222354364e-19
cation binding,MF,4279,83,1.4082714540612629e-18
"DNA-binding transcription factor activity, RNA polymerase II-specific",MF,1600,46,1.856541151711154e-15
DNA-binding transcription factor activity,MF,1699,47,3.600426060462093e-15
ion binding,MF,6218,93,9.336857982038117e-14
homophilic cell adhesion via plasma membrane adhesion molecules,BP,168,16,2.437182964126894e-13
transcription regulator activity,MF,2053,47,3.759766345964644e-12
regulation of transcription by RNA polymerase II,BP,2683,53,2.895229732183658e-11
regulation of RNA metabolic process,BP,3822,65,4.262028322183142e-11
transcription by RNA polymerase II,BP,2818,53,1.8393876521451636e-10
"regulation of transcription, DNA-templated",BP,3506,60,2.987702939829299e-10
cell-cell adhesion via plasma-membrane adhesion molecules,BP,273,16,3.8561967252757344e-10
regulation of nucleic acid-templated transcription,BP,3567,60,6.01725102649286e-10
regulation of RNA biosynthetic process,BP,3576,60,6.661256440825152e-10
DNA binding,MF,2518,48,1.2267339381115799e-9
RNA biosynthetic process,BP,3733,61,1.2858440044553482e-9
regulation of nucleobase-containing compound metabolic process,BP,4140,65,1.396831852901701e-9
"transcription, DNA-templated",BP,3668,60,1.8401993544016157e-9
regulation of cellular macromolecule biosynthetic process,BP,3998,63,2.583761927815829e-9
nucleic acid-templated transcription,BP,3716,60,3.0761281860614178e-9
detection of chemical stimulus involved in sensory perception of smell,BP,427,216,1.6450217175457543e-219
olfactory receptor activity,MF,427,216,1.6450217175457543e-219
detection of chemical stimulus involved in sensory perception,BP,477,220,3.0284019179982875e-212
sensory perception of smell,BP,454,216,7.372205437118319e-212
detection of chemical stimulus,BP,512,220,1.2819257903340052e-203
detection of stimulus involved in sensory perception,BP,531,222,2.4709297709072992e-202
sensory perception of chemical stimulus,BP,526,220,2.1415303064200797e-200
detection of stimulus,BP,691,222,3.8850825077373644e-172
G protein-coupled receptor activity,MF,866,221,7.166197169338758e-147
sensory perception,BP,977,226,2.270969406654193e-140
transmembrane signaling receptor activity,MF,1277,224,9.227049979826135e-112
G protein-coupled receptor signaling pathway,BP,1371,227,6.0949854536714065e-108
nervous system process,BP,1437,231,2.8345791569622907e-107
signaling receptor activity,MF,1484,225,1.1749496814928074e-98
molecular transducer activity,MF,1538,225,2.2117933047454076e-95
system process,BP,2216,239,7.376203128012963e-74
odorant binding,MF,102,59,1.672372376092654e-62
keratinization,BP,224,62,1.6687590110507444e-41
keratinocyte differentiation,BP,305,67,7.209252229339329e-38
multicellular organismal process,BP,7751,395,3.0895130101208333e-37
detection of chemical stimulus involved in sensory perception of smell,BP,427,125,4.1610434638202115e-132
olfactory receptor activity,MF,427,125,4.1610434638202115e-132
sensory perception of smell,BP,454,125,2.6531491075447085e-128
detection of chemical stimulus involved in sensory perception,BP,477,125,2.845861574999073e-125
detection of chemical stimulus,BP,512,125,5.543175600430898e-121
sensory perception of chemical stimulus,BP,526,125,2.3042798585933036e-119
detection of stimulus involved in sensory perception,BP,531,125,8.478068092329934e-119
detection of stimulus,BP,691,127,3.4079726666389e-106
G protein-coupled receptor activity,MF,866,125,9.334636515071161e-91
sensory perception,BP,977,129,5.3125625798099775e-89
transmembrane signaling receptor activity,MF,1277,127,4.269757508466211e-72
G protein-coupled receptor signaling pathway,BP,1371,128,2.1389140736423873e-69
nervous system process,BP,1437,130,5.728583604932434e-69
signaling receptor activity,MF,1484,129,3.0335361553629443e-66
molecular transducer activity,MF,1538,129,2.2728770835245135e-64
system process,BP,2216,135,7.230237817565756e-51
odorant binding,MF,102,38,2.4974097018973645e-43
keratinization,BP,224,42,6.713049244537217e-34
multicellular organismal process,BP,7751,217,3.173016316993675e-32
keratinocyte differentiation,BP,305,43,2.580279509202168e-29
detection of chemical stimulus involved in sensory perception of smell,BP,427,175,1.7824350099827968e-190
olfactory receptor activity,MF,427,175,1.7824350099827968e-190
sensory perception of smell,BP,454,175,1.0863724300637911e-184
detection of chemical stimulus involved in sensory perception,BP,477,177,1.920601852094448e-183
detection of chemical stimulus,BP,512,177,6.6922583229006575e-177
sensory perception of chemical stimulus,BP,526,178,4.733145945217158e-176
detection of stimulus involved in sensory perception,BP,531,178,3.4595687376396254e-175
detection of stimulus,BP,691,178,6.021960685244519e-152
G protein-coupled receptor activity,MF,866,179,2.2020114692535693e-134
sensory perception,BP,977,185,4.002668058244838e-132
transmembrane signaling receptor activity,MF,1277,182,7.357409897404454e-107
nervous system process,BP,1437,185,6.725906576262769e-101
G protein-coupled receptor signaling pathway,BP,1371,181,2.8829971231783677e-100
signaling receptor activity,MF,1484,183,2.627874531356264e-96
molecular transducer activity,MF,1538,183,1.4042583114029044e-93
system process,BP,2216,190,9.760607204819647e-73
odorant binding,MF,102,49,2.8248219999302725e-55
multicellular organismal process,BP,7751,297,1.086353249679894e-41
keratinization,BP,224,52,1.7801385428799893e-39
intermediate filament,CC,214,49,6.454163518082656e-37
detection of chemical stimulus involved in sensory perception of smell,BP,427,51,6.255318551990297e-54
olfactory receptor activity,MF,427,51,6.255318551990297e-54
sensory perception of smell,BP,454,51,1.5784946398738713e-52
detection of chemical stimulus involved in sensory perception,BP,477,51,2.1013181294669071e-51
detection of chemical stimulus,BP,512,51,8.405344006523745e-50
sensory perception of chemical stimulus,BP,526,51,3.4059902469477173e-49
detection of stimulus involved in sensory perception,BP,531,51,5.559263782928859e-49
detection of stimulus,BP,691,51,3.961173632402116e-43
G protein-coupled receptor activity,MF,866,52,1.7709251928276007e-39
sensory perception,BP,977,52,7.690683764249365e-37
transmembrane signaling receptor activity,MF,1277,52,4.243195198984812e-31
G protein-coupled receptor signaling pathway,BP,1371,52,1.3229025582473273e-29
nervous system process,BP,1437,52,1.2678243032844748e-28
signaling receptor activity,MF,1484,52,5.907724401745298e-28
molecular transducer activity,MF,1538,52,3.2376727071798014e-27
odorant binding,MF,102,21,4.641730531702111e-27
system process,BP,2216,53,1.0071206383737376e-20
