Term,Ont,N,DE,P.DE
detection of stimulus,BP,691,247,5.878862372429774e-212
sensory perception,BP,977,250,8.366389788675537e-174
G protein-coupled receptor signaling pathway,BP,1371,254,7.781330850470729e-140
nervous system process,BP,1437,252,1.497668181471646e-132
system process,BP,2216,258,7.686020548041012e-93
multicellular organismal process,BP,7751,407,5.946461755306685e-49
keratinization,BP,224,66,3.985326808684597e-47
response to chemical,BP,4797,295,1.1799936954331439e-42
axoneme assembly,BP,62,10,3.685176109707972e-14
cilium assembly,BP,366,17,3.8760540254809956e-14
cilium organization,BP,384,17,8.471198147419407e-14
axonemal dynein complex assembly,BP,32,8,3.3139488543866976e-13
microtubule bundle formation,BP,91,10,2.0150633960115185e-12
cilium movement,BP,68,9,4.83275026130841e-12
inner dynein arm assembly,BP,15,6,1.3185168853846758e-11
plasma membrane bounded cell projection assembly,BP,555,17,3.01684071932003e-11
cell projection assembly,BP,567,17,4.212604868742728e-11
microtubule-based movement,BP,283,12,8.594179029626681e-10
microtubule-based process,BP,748,17,2.918015022066449e-9
organelle assembly,BP,845,17,1.779770047143011e-8
nucleic acid metabolic process,BP,5735,1577,2.250894975780829e-136
regulation of nucleobase-containing compound metabolic process,BP,4140,1251,1.1403260723082173e-133
nucleobase-containing compound metabolic process,BP,6411,1679,1.1960810853017474e-125
cellular aromatic compound metabolic process,BP,6615,1710,6.220648155429812e-123
heterocycle metabolic process,BP,6570,1701,1.1522911684677324e-122
regulation of RNA metabolic process,BP,3822,1153,8.23476398728715e-120
organic cyclic compound metabolic process,BP,6839,1734,2.7254369622268725e-116
RNA metabolic process,BP,5206,1412,5.2655334905530524e-111
nucleic acid-templated transcription,BP,3716,1108,4.695089752931512e-110
RNA biosynthetic process,BP,3733,1111,8.260029331064605e-110
nucleic acid metabolic process,BP,5735,1437,6.337834818104515e-157
nucleobase-containing compound metabolic process,BP,6411,1519,7.02817192346643e-144
regulation of nucleobase-containing compound metabolic process,BP,4140,1133,2.2798469286145644e-143
heterocycle metabolic process,BP,6570,1536,3.7227663642133813e-140
cellular aromatic compound metabolic process,BP,6615,1541,3.257159340905266e-139
organic cyclic compound metabolic process,BP,6839,1560,4.0160355322894265e-132
regulation of RNA metabolic process,BP,3822,1041,7.134397334681039e-127
RNA metabolic process,BP,5206,1281,9.150679044543609e-126
cellular nitrogen compound metabolic process,BP,7161,1590,1.066530544702758e-123
regulation of cellular macromolecule biosynthetic process,BP,3998,1050,2.612590770033799e-116
anterograde trans-synaptic signaling,BP,703,62,1.0233801412791716e-19
chemical synaptic transmission,BP,703,62,1.0233801412791716e-19
trans-synaptic signaling,BP,711,62,1.8068013643551147e-19
synaptic signaling,BP,717,62,2.751679530087307e-19
vesicle-mediated transport in synapse,BP,207,30,1.0378694116478061e-15
cellular response to lipid hydroperoxide,BP,1,1,9.273721202655016e-4
renal glucose absorption,BP,1,1,9.273721202655016e-4
"DNA-templated transcription, initiation",BP,249,3,0.001488128386731095
peptidyl-serine phosphorylation,BP,299,3,0.0025073611103133358
response to lipid hydroperoxide,BP,3,1,0.002779672652966858
transcription initiation from mitochondrial promoter,BP,3,1,0.002779672652966858
natural killer cell activation,BP,86,2,0.0028429922421438912
peptidyl-serine modification,BP,322,3,0.003091957670427021
negative regulation of T-helper 2 cell cytokine production,BP,4,1,0.0037046024171645264
regulation of Golgi inheritance,BP,4,1,0.0037046024171645264
superoxide anion generation,BP,36,3,2.773176076893974e-7
positive regulation of prostaglandin-E synthase activity,BP,3,2,4.001718566566289e-7
regulation of prostaglandin-E synthase activity,BP,3,2,4.001718566566289e-7
leukocyte degranulation,BP,534,5,6.196163012610182e-7
negative regulation of catecholamine metabolic process,BP,4,2,8.001874400583475e-7
negative regulation of dopamine metabolic process,BP,4,2,8.001874400583475e-7
positive regulation of neutrophil activation,BP,4,2,8.001874400583475e-7
positive regulation of neutrophil degranulation,BP,4,2,8.001874400583475e-7
leukocyte activation,BP,1284,6,1.5033950724436615e-6
superoxide metabolic process,BP,73,3,2.3993621577743475e-6
leukocyte activation involved in immune response,BP,707,5,2.4781160326313315e-6
cell activation involved in immune response,BP,711,5,2.547941012266286e-6
negative regulation of cellular amine metabolic process,BP,7,2,2.7990157717387804e-6
cell activation,BP,1440,6,2.9539644720469903e-6
regulation of neutrophil degranulation,BP,8,2,3.731292287691385e-6
secretion by cell,BP,1524,6,4.122307787259495e-6
regulated exocytosis,BP,794,5,4.3858687105884355e-6
anterior/posterior pattern specification,BP,219,6,3.8944826053690846e-9
regionalization,BP,351,6,6.48008737445098e-8
pattern specification process,BP,446,6,2.6651857568254995e-7
skeletal system morphogenesis,BP,239,5,3.8065149728383374e-7
embryonic skeletal system morphogenesis,BP,93,4,3.8459442045487885e-7
embryonic skeletal system development,BP,126,4,1.3014965637076883e-6
animal organ morphogenesis,BP,1068,7,2.548161976360152e-6
skeletal system development,BP,518,5,1.679457976609494e-5
embryonic skeletal joint morphogenesis,BP,11,2,2.3764547642951825e-5
embryonic organ morphogenesis,BP,288,4,3.425336726569409e-5
embryonic skeletal joint development,BP,14,2,3.9273483844135054e-5
chordate embryonic development,BP,627,5,4.20414066364718e-5
embryo development ending in birth or egg hatching,BP,644,5,4.7774379713046244e-5
organ induction,BP,22,2,9.938325957077834e-5
embryonic organ development,BP,428,4,1.591970390104174e-4
proximal/distal pattern formation,BP,31,2,1.9935539555841774e-4
appendage development,BP,179,3,2.2237755896182708e-4
limb development,BP,179,3,2.2237755896182708e-4
specification of animal organ identity,BP,33,2,2.2618813949383946e-4
embryonic skeletal system development,BP,126,5,3.643067688331079e-9
skeletal system development,BP,518,6,1.0527544978266176e-7
embryonic skeletal system morphogenesis,BP,93,4,1.2811960129384417e-7
embryonic morphogenesis,BP,586,6,2.1821855116465335e-7
embryonic organ morphogenesis,BP,288,5,2.2856308133813228e-7
embryonic organ development,BP,428,5,1.6188654190335072e-6
pattern specification process,BP,446,5,1.982170722210249e-6
anterior/posterior pattern specification,BP,219,4,3.952270066585871e-6
embryo development,BP,1017,6,5.492477716258247e-6
skeletal system morphogenesis,BP,239,4,5.588267428468693e-6
regulation of transcription by RNA polymerase II,BP,2683,8,9.772173057164668e-6
chordate embryonic development,BP,627,5,1.0473238010808871e-5
embryo development ending in birth or egg hatching,BP,644,5,1.192651785015871e-5
transcription by RNA polymerase II,BP,2818,8,1.4195109788409746e-5
regionalization,BP,351,4,2.5410251853371738e-5
detection of chemical stimulus involved in sensory perception of smell,BP,427,235,1.1290649486212662e-256
detection of chemical stimulus involved in sensory perception,BP,477,239,5.382047799796426e-248
sensory perception of smell,BP,454,235,5.803312166366601e-248
detection of chemical stimulus,BP,512,239,3.0073046539887686e-238
detection of stimulus involved in sensory perception,BP,531,240,5.498233408588569e-235
sensory perception of chemical stimulus,BP,526,239,1.2939792066936098e-234
detection of stimulus,BP,691,240,2.583699523138924e-201
sensory perception,BP,977,245,4.070692372172173e-167
G protein-coupled receptor signaling pathway,BP,1371,254,2.0337599666885572e-139
nervous system process,BP,1437,248,5.454297249360996e-128
system process,BP,2216,257,1.251913446107537e-91
multicellular organismal process,BP,7751,414,3.302382633747347e-52
keratinization,BP,224,70,7.707566896177398e-52
cellular macromolecule metabolic process,BP,8352,1041,3.9736340974801714e-64
cellular metabolic process,BP,11301,1247,9.192620494719775e-51
organelle organization,BP,3885,578,1.6436570297873351e-50
cellular nitrogen compound metabolic process,BP,7161,896,1.8863905564432093e-50
immune system process,BP,3193,448,2.0150040221548347e-121
immune response,BP,2279,377,5.301548406741335e-121
cell activation,BP,1440,283,1.4849742406470529e-105
leukocyte activation,BP,1284,262,8.022480365491308e-101
immune effector process,BP,1265,241,2.4459705684938253e-85
regulation of immune system process,BP,1659,270,2.4566278154286143e-80
myeloid leukocyte activation,BP,651,165,3.3607129552136495e-76
leukocyte activation involved in immune response,BP,707,169,6.661250161609432e-74
defense response,BP,1797,272,1.0198287523402717e-73
cell activation involved in immune response,BP,711,169,1.682206528463368e-73
regulation of immune response,BP,1115,205,9.11362829433742e-69
leukocyte mediated immunity,BP,874,179,4.219474954756733e-67
myeloid cell activation involved in immune response,BP,544,136,1.2918698677884305e-61
positive regulation of immune system process,BP,1185,201,3.566630269529195e-61
leukocyte degranulation,BP,534,134,6.673752386523363e-61
secretion by cell,BP,1524,227,5.700946280645243e-59
innate immune response,BP,1008,181,1.3549157204727646e-58
myeloid leukocyte mediated immunity,BP,551,133,3.0115568609108095e-58
anterograde trans-synaptic signaling,BP,703,16,4.217161904928519e-10
chemical synaptic transmission,BP,703,16,4.217161904928519e-10
trans-synaptic signaling,BP,711,16,4.971094418781954e-10
synaptic signaling,BP,717,16,5.616080486344284e-10
amino acid transport,BP,145,7,3.7990201811091676e-7
neuropeptide signaling pathway,BP,104,6,9.584226061996697e-7
neurotransmitter transport,BP,269,8,2.103085488677059e-6
cell-cell signaling,BP,1650,18,2.3597449611046526e-6
CRD-mediated mRNA stabilization,BP,5,2,1.426257126985375e-5
negative regulation of mRNA metabolic process,BP,79,3,1.1937790697486036e-4
establishment of mitotic spindle orientation,BP,29,2,5.687559843714286e-4
establishment of cell polarity,BP,135,3,5.786768890068301e-4
establishment of mitotic spindle localization,BP,33,2,7.374545676862312e-4
Rac protein signal transduction,BP,34,2,7.829600555112452e-4
establishment of spindle orientation,BP,35,2,8.297917771565582e-4
cellular response to endothelin,BP,1,1,0.0012202264740335256
cellular macromolecule metabolic process,BP,8352,136,1.7418303336745528e-14
regulation of cellular metabolic process,BP,6305,113,8.735678639935589e-14
regulation of primary metabolic process,BP,6233,109,2.4220434462216203e-12
regulation of nucleobase-containing compound metabolic process,BP,4140,84,2.956175295159516e-12
regulation of nitrogen compound metabolic process,BP,6063,106,7.2422544823767635e-12
regulation of RNA metabolic process,BP,3822,78,2.25616768214894e-11
nucleic acid-templated transcription,BP,3716,76,4.3350990666025615e-11
RNA biosynthetic process,BP,3733,76,5.4302973145450786e-11
"transcription, DNA-templated",BP,3668,75,6.393447798328479e-11
cellular nitrogen compound metabolic process,BP,7161,81,3.510915453010492e-13
RNA splicing,BP,469,18,2.7317442982139804e-10
mRNA metabolic process,BP,877,23,1.3086311712930385e-9
heterocycle metabolic process,BP,6570,70,2.6071200794819363e-9
mRNA processing,BP,541,18,2.641995052534463e-9
cellular aromatic compound metabolic process,BP,6615,70,3.6008940928992335e-9
detection of chemical stimulus involved in sensory perception of smell,BP,427,86,1.451677938606508e-74
sensory perception of smell,BP,454,86,3.8422042470127427e-72
detection of chemical stimulus involved in sensory perception,BP,477,86,3.303140447637933e-70
detection of chemical stimulus,BP,512,87,9.516749951460025e-69
detection of stimulus involved in sensory perception,BP,531,87,2.496736640124561e-67
sensory perception of chemical stimulus,BP,526,86,1.9939317090118092e-66
detection of stimulus,BP,691,90,9.493894669498539e-61
sensory perception,BP,977,89,9.888837913265948e-47
G protein-coupled receptor signaling pathway,BP,1371,95,6.9426557162183245e-40
nervous system process,BP,1437,97,7.711554914203367e-40
system process,BP,2216,99,6.497368629186756e-26
multicellular organismal process,BP,7751,185,4.6193992188381695e-18
response to chemical,BP,4797,130,4.080276277582059e-15
mitotic cell cycle process,BP,873,46,3.1189520203410635e-10
generation of neurons,BP,1524,65,4.0351485518246333e-10
plasma membrane bounded cell projection organization,BP,1497,64,5.12798957406502e-10
cell projection organization,BP,1534,65,5.274882484517558e-10
mitotic cell cycle,BP,1017,50,5.379976369061431e-10
neuron differentiation,BP,1365,60,6.777037114076356e-10
neuron development,BP,1110,52,1.261620065853655e-9
nervous system development,BP,2375,86,1.4133071585732958e-9
cell part morphogenesis,BP,685,38,3.044130289925511e-9
neurogenesis,BP,1623,65,5.048407125397934e-9
neuron projection morphogenesis,BP,648,36,7.821769726194117e-9
neuron projection development,BP,978,46,1.1131293153243182e-8
plasma membrane bounded cell projection morphogenesis,BP,662,36,1.3574118152056209e-8
cell projection morphogenesis,BP,666,36,1.5839329955415325e-8
cell cycle process,BP,1394,57,2.5366101898735583e-8
multicellular organismal process,BP,7751,196,1.2109591241594716e-7
regulation of cellular component organization,BP,2507,83,1.67190188352028e-7
cell development,BP,2183,75,1.811269625017486e-7
cell differentiation,BP,4239,122,2.508775876270203e-7
protein deubiquitination,BP,283,6,6.283743058708527e-5
protein modification by small protein removal,BP,299,6,8.510638219650771e-5
ubiquitin-dependent protein catabolic process,BP,620,8,1.1751896520630417e-4
modification-dependent protein catabolic process,BP,626,8,1.255888227366798e-4
defense response to fungus,BP,40,3,1.2679223429992836e-4
modification-dependent macromolecule catabolic process,BP,637,8,1.4157769136336143e-4
regulation of cell morphogenesis,BP,484,7,1.63089088876264e-4
response to fungus,BP,52,3,2.7783175339777844e-4
proteolysis involved in cellular protein catabolic process,BP,716,8,3.1329737328990407e-4
caveolin-mediated endocytosis,BP,11,2,3.1655157881603475e-4
membrane disruption in other organism,BP,11,2,3.1655157881603475e-4
protein localization to microtubule,BP,16,4,5.3431602454361996e-6
regulation of cellular process,BP,11022,109,1.813076753164289e-5
positive regulation of biosynthetic process,BP,2025,32,4.3905293213555473e-5
cellular component morphogenesis,BP,1143,22,5.091188076962614e-5
anatomical structure morphogenesis,BP,2735,39,5.403163240769801e-5
cell-matrix adhesion,BP,225,9,5.5575039528258815e-5
activation of blood coagulation via clotting cascade,BP,2,2,5.6868855245143977e-5
positive regulation of cellular biosynthetic process,BP,1992,31,7.892787428825236e-5
adherens junction organization,BP,142,7,1.0486992732556165e-4
cell morphogenesis,BP,1034,20,1.078422784006852e-4
regulation of biological process,BP,12093,114,1.091676565868328e-4
regulation of timing of cell differentiation,BP,13,3,1.1488816188627041e-4
small GTPase mediated signal transduction,BP,571,14,1.1498905983326285e-4
"regulation of development, heterochronic",BP,14,3,1.4541030662649143e-4
positive regulation of macromolecule biosynthetic process,BP,1880,29,1.6328231756922452e-4
positive regulation of developmental process,BP,1418,24,1.6679096356785473e-4
cellular response to progesterone stimulus,BP,3,2,1.697571139290754e-4
detection of chemical stimulus involved in sensory perception of smell,BP,427,51,8.39585838814344e-39
detection of chemical stimulus involved in sensory perception,BP,477,52,1.5253880636050828e-37
sensory perception of smell,BP,454,51,1.860541906732315e-37
detection of chemical stimulus,BP,512,52,5.586243749482142e-36
sensory perception of chemical stimulus,BP,526,52,2.1813370371992267e-35
detection of stimulus involved in sensory perception,BP,531,52,3.5128129335659486e-035
detection of stimulus,BP,691,52,1.547847285386211e-29
sensory perception,BP,977,55,5.288016958542906e-25
nervous system process,BP,1437,62,3.629936105270134e-22
G protein-coupled receptor signaling pathway,BP,1371,57,1.5484591708850437e-19
keratinization,BP,224,24,2.2071812692387445e-17
epidermal cell differentiation,BP,358,27,1.5122829454703576e-15
localization,BP,6735,336,3.0167315008975606e-14
cellular localization,BP,2927,177,2.091257743257455e-13
cell projection organization,BP,1534,109,2.0747346056038346e-12
cell morphogenesis,BP,1034,83,2.8555690566186687e-12
regulation of signaling,BP,3591,200,9.035481868514979e-12
cellular component morphogenesis,BP,1143,87,1.3981330286942888e-11
cell junction assembly,BP,241,11,4.51259782213465e-6
positive regulation of biological process,BP,6254,77,1.1852478166240487e-5
developmental process,BP,6411,78,1.5701062600782347e-5
anatomical structure development,BP,5988,74,1.8159691446418788e-5
positive regulation of cellular process,BP,5490,69,2.5074763886164058e-5
cell junction organization,BP,290,11,2.5590456525884384e-5
cellular developmental process,BP,4431,59,2.6043120172410876e-5
regulation of cellular process,BP,11022,115,3.1916961727937824e-5
regulation of cell morphogenesis,BP,484,14,4.170325934095518e-5
cell differentiation,BP,4239,56,5.935533076223328e-5
regulation of ephrin receptor signaling pathway,BP,2,2,6.525504588037244e-5
regulation of cell-substrate adhesion,BP,215,9,6.660582941353906e-5
positive regulation of cell cycle,BP,389,12,8.172967255613191e-5
regulation of cellular component organization,BP,2507,38,8.927725482463486e-5
multicellular organism development,BP,5491,67,9.669043237503188e-5
positive regulation of binding,BP,179,8,1.0828945261328768e-4
neuron projection morphogenesis,BP,648,46,9.803955191970826e-11
plasma membrane bounded cell projection morphogenesis,BP,662,46,1.9832277833901476e-10
cell projection morphogenesis,BP,666,46,2.415480008545568e-10
cell part morphogenesis,BP,685,46,6.015837048043432e-10
cell projection organization,BP,1534,77,1.0092348477666505e-9
cell morphogenesis,BP,1034,58,3.0414991826605553e-9
plasma membrane bounded cell projection organization,BP,1497,74,4.363571383857648e-9
cell morphogenesis involved in neuron differentiation,BP,583,40,4.5888864220482155e-9
neuron projection development,BP,978,55,7.4007354211713036e-9
cellular component organization or biogenesis,BP,6697,224,7.443176715821703e-9
cellular component morphogenesis,BP,1143,61,7.480800497611692e-9
detection of chemical stimulus involved in sensory perception of smell,BP,427,251,2.675963091190799e-242
sensory perception of smell,BP,454,252,2.2396402159811578e-234
detection of chemical stimulus involved in sensory perception,BP,477,255,1.35526907048356e-231
detection of chemical stimulus,BP,512,257,4.622944208137922e-224
detection of stimulus involved in sensory perception,BP,531,259,1.0887119249661229e-221
sensory perception of chemical stimulus,BP,526,256,1.3215356222463032e-218
detection of stimulus,BP,691,261,1.0917032099693293e-187
sensory perception,BP,977,271,5.3049234880705705e-155
nervous system process,BP,1437,280,1.9807848868344665e-117
G protein-coupled receptor signaling pathway,BP,1371,268,4.234498321546407e-112
system process,BP,2216,297,4.8297022390309966e-82
keratinization,BP,224,72,4.4324336758929404e-44
multicellular organismal process,BP,7751,512,8.532560720127775e-41
keratinocyte differentiation,BP,305,78,1.211670390581047e-39
detection of chemical stimulus involved in sensory perception of smell,BP,427,261,5.1376091350275735e-259
sensory perception of smell,BP,454,263,3.766285108154657e-252
detection of chemical stimulus involved in sensory perception,BP,477,266,5.58635572677637e-249
detection of chemical stimulus,BP,512,268,8.177440412877414e-241
sensory perception of chemical stimulus,BP,526,268,1.3905641470519445e-236
detection of stimulus involved in sensory perception,BP,531,267,1.3713066031687855e-233
detection of stimulus,BP,691,271,1.2217663960195523e-200
sensory perception,BP,977,279,1.0413660240068029e-163
G protein-coupled receptor signaling pathway,BP,1371,283,1.4924408316495698e-125
nervous system process,BP,1437,285,8.960082815482612e-122
system process,BP,2216,302,2.15103102823683e-85
keratinization,BP,224,80,6.2794555925067055e-053
keratinocyte differentiation,BP,305,86,2.3969160528565776e-47
multicellular organismal process,BP,7751,525,4.260354150220997e-46
cellular nitrogen compound metabolic process,BP,7161,169,3.2968499317534793e-14
nucleobase-containing compound metabolic process,BP,6411,156,7.602623859433845e-14
heterocycle metabolic process,BP,6570,156,7.130189395078207e-13
cellular aromatic compound metabolic process,BP,6615,156,1.3163339616643173e-12
cellular nitrogen compound biosynthetic process,BP,5029,128,4.3924062819165855e-12
detection of chemical stimulus involved in sensory perception of smell,BP,427,258,5.383776697265338e-253
sensory perception of smell,BP,454,259,1.168282829333878e-244
detection of chemical stimulus involved in sensory perception,BP,477,262,1.2738617204828511e-241
detection of chemical stimulus,BP,512,264,1.0998019804008488e-233
detection of stimulus involved in sensory perception,BP,531,264,4.0570166656377134e-228
sensory perception of chemical stimulus,BP,526,263,4.840633695216155e-228
detection of stimulus,BP,691,267,1.9134489692138765e-194
sensory perception,BP,977,276,1.8942020142833088e-159
G protein-coupled receptor signaling pathway,BP,1371,284,1.3960082006743123e-125
nervous system process,BP,1437,282,3.4279671079238327e-118
system process,BP,2216,300,3.897847564613942e-83
keratinization,BP,224,81,7.69251263350328e-54
keratinocyte differentiation,BP,305,86,4.225325266196399e-47
multicellular organismal process,BP,7751,519,2.7473986493697254e-42
immune response,BP,2279,540,3.911317180832319e-125
immune system process,BP,3193,642,6.188251199519665e-116
leukocyte activation,BP,1284,346,2.883229253522918e-92
cell activation,BP,1440,369,6.958012763164591e-92
regulation of immune system process,BP,1659,385,2.563123130640134e-82
immune effector process,BP,1265,328,2.6002303775506158e-82
regulation of immune response,BP,1115,296,2.231739616436108e-76
defense response,BP,1797,391,5.59775043088964e-75
myeloid leukocyte activation,BP,651,217,6.418596499976251e-75
leukocyte activation involved in immune response,BP,707,216,9.065662490872991e-67
leukocyte mediated immunity,BP,874,243,2.3635414801294129e-66
cell activation involved in immune response,BP,711,216,2.814083889612038e-66
innate immune response,BP,1008,263,1.0090763507249604e-65
positive regulation of immune system process,BP,1185,287,3.0350153589251048e-64
myeloid cell activation involved in immune response,BP,544,182,6.99500527211672e-63
leukocyte degranulation,BP,534,179,5.6144748069215e-62
myeloid leukocyte mediated immunity,BP,551,182,6.696159692985026e-62
granulocyte activation,BP,504,169,1.682153961166954e-58
neutrophil activation,BP,498,167,8.30161690766424e-58
neutrophil activation involved in immune response,BP,488,164,6.544469794704968e-57
siderophore biosynthetic process,BP,1,1,5.857087075362699e-4
siderophore metabolic process,BP,1,1,5.857087075362699e-4
positive regulation of exocytosis,BP,88,2,0.0011706140664222795
forebrain anterior/posterior pattern specification,BP,4,1,0.00234094855122724
positive regulation of fibroblast growth factor receptor signaling pathway,BP,8,1,0.004676872752005012
dense core granule exocytosis,BP,9,1,0.005260069896876218
ketone body biosynthetic process,BP,9,1,0.005260069896876218
cellular ketone body metabolic process,BP,11,1,0.006425524571743391
regulation of exocytosis,BP,217,2,0.0068723202734754804
cell dedifferentiation,BP,12,1,0.007007782407615015
dedifferentiation,BP,12,1,0.007007782407615015
ketone body metabolic process,BP,12,1,0.007007782407615015
NLS-bearing protein import into nucleus,BP,18,1,0.010494766025508584
nonribosomal peptide biosynthetic process,BP,19,1,0.011074837486558797
synaptic vesicle priming,BP,19,1,0.011074837486558797
positive regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis,BP,22,1,0.012813182103329046
forebrain regionalization,BP,24,1,0.013970521898031385
organelle organization,BP,3885,414,1.3970924981888164e-36
chromosome organization,BP,1230,192,6.698949509525473e-36
regulation of nucleobase-containing compound metabolic process,BP,4140,189,1.4481023960335371e-34
nucleic acid metabolic process,BP,5735,224,1.901782904057965e-32
macromolecule biosynthetic process,BP,5114,208,1.098257951049253e-31
cellular macromolecule biosynthetic process,BP,4961,203,5.402733448013817e-31
regulation of RNA metabolic process,BP,3822,173,2.416954815470592e-30
nucleic acid-templated transcription,BP,3716,170,3.0409746013851907e-30
regulation of cellular macromolecule biosynthetic process,BP,3998,177,5.149337097619352e-30
RNA biosynthetic process,BP,3733,170,5.332197662270056e-30
nucleobase-containing compound biosynthetic process,BP,4278,184,6.549138471556692e-30
regulation of macromolecule biosynthetic process,BP,4138,180,1.0921103890407678e-29
aromatic compound biosynthetic process,BP,4351,185,1.8148775132408592e-29
"transcription, DNA-templated",BP,3668,167,2.5409479648720925e-29
heterocycle biosynthetic process,BP,4341,184,4.423376961489734e-29
nucleobase-containing compound metabolic process,BP,6411,232,8.691870312142739e-29
transcription by RNA polymerase II,BP,2818,142,1.4272434864263017e-28
extracellular matrix organization,BP,368,21,1.695927809376418e-11
extracellular structure organization,BP,422,21,2.144072534512825e-10
basement membrane organization,BP,26,6,9.283716782656951e-8
response to organic substance,BP,3302,57,2.938611701818138e-7
collagen metabolic process,BP,115,9,9.267003342347718e-7
anatomical structure morphogenesis,BP,2735,49,9.528331710076252e-7
detection of chemical stimulus involved in sensory perception of smell,BP,427,145,6.876601429753783e-158
sensory perception of smell,BP,454,145,2.512983886209133e-153
detection of chemical stimulus involved in sensory perception,BP,477,147,5.299706183929343e-153
detection of stimulus involved in sensory perception,BP,531,149,2.4612927492965234e-148
detection of chemical stimulus,BP,512,147,8.634580117275223e-148
sensory perception of chemical stimulus,BP,526,147,7.941612664488977e-146
detection of stimulus,BP,691,149,1.8942646878947188e-129
sensory perception,BP,977,150,3.4292357624947575e-107
nervous system process,BP,1437,150,2.7345487940970286e-82
G protein-coupled receptor signaling pathway,BP,1371,147,5.2256658548308963e-82
system process,BP,2216,153,8.362527138352426e-59
multicellular organismal process,BP,7751,250,5.205177932183661e-41
keratinization,BP,224,48,2.5612604008407252e-39
nervous system development,BP,2375,277,6.371121275355432e-33
neurogenesis,BP,1623,207,3.4163729224908514e-29
generation of neurons,BP,1524,194,3.533737854750691e-27
cell projection organization,BP,1534,194,8.10689570401559e-27
neuron development,BP,1110,157,9.304065321890531e-27
neuron projection development,BP,978,144,2.5895046635901044e-26
neuron differentiation,BP,1365,178,4.199161118780507e-26
plasma membrane bounded cell projection organization,BP,1497,188,1.3684991072262712e-25
cell part morphogenesis,BP,685,111,9.277103388695129e-24
cell projection morphogenesis,BP,666,109,1.0671000661360062e-23
neuron projection morphogenesis,BP,648,107,1.3722605120482844e-23
plasma membrane bounded cell projection morphogenesis,BP,662,108,2.2546352533971307e-23
cell morphogenesis,BP,1034,141,1.7340067563303293e-22
cellular component morphogenesis,BP,1143,150,3.081347071381407e-22
cell development,BP,2183,228,2.982301040498537e-20
nervous system development,BP,2375,137,3.168959952078472e-11
neurogenesis,BP,1623,104,3.711004987487637e-11
localization,BP,6735,297,8.580842454916785e-10
protein localization to axon,BP,9,7,1.4178709956448454e-9
cell projection organization,BP,1534,95,1.7759233267205361e-9
oligodendrocyte differentiation,BP,97,18,2.584371927572879e-9
detection of chemical stimulus involved in sensory perception of smell,BP,427,145,8.004338466572207e-154
sensory perception of smell,BP,454,145,2.854843463221236e-149
detection of chemical stimulus involved in sensory perception,BP,477,146,2.909514592640158e-147
detection of chemical stimulus,BP,512,146,4.146467332469334e-142
detection of stimulus involved in sensory perception,BP,531,147,4.8785983479203615e-141
sensory perception of chemical stimulus,BP,526,146,3.6244724572018178e-140
detection of stimulus,BP,691,147,1.5909770005833505e-122
sensory perception,BP,977,149,6.3044797504298785e-102
nervous system process,BP,1437,154,1.448924203042959e-82
G protein-coupled receptor signaling pathway,BP,1371,149,2.580679825002632e-80
system process,BP,2216,156,1.2706333714732642e-57
multicellular organismal process,BP,7751,260,5.052291364502867e-41
keratinization,BP,224,45,1.4912751447305022e-34
termination of RNA polymerase II transcription,BP,35,4,8.397991738563521e-7
"mRNA splicing, via spliceosome",BP,379,7,1.2732355586122158e-5
"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile",BP,379,7,1.2732355586122158e-5
"RNA splicing, via transesterification reactions",BP,382,7,1.3398330432060692e-5
"DNA-templated transcription, termination",BP,75,4,1.8342764665053693e-5
DNA replication,BP,274,6,2.1796375306946612e-5
DNA metabolic process,BP,1026,10,4.014870297866549e-5
RNA splicing,BP,469,7,4.974179440793626e-5
mRNA processing,BP,541,7,1.2161165881595109e-4
DNA repair,BP,552,7,1.377489598163713e-4
nuclear pore complex assembly,BP,9,2,1.534564017929409e-4
nucleobase-containing compound metabolic process,BP,6411,25,2.4367458254528082e-4
G1/S transition of mitotic cell cycle,BP,279,5,2.8479090033207066e-4
heterocycle metabolic process,BP,6570,25,3.7243954014347066e-4
detection of chemical stimulus involved in sensory perception of smell,BP,427,92,1.4842804817391303e-48
sensory perception of smell,BP,454,92,3.73805058267286e-46
detection of chemical stimulus involved in sensory perception,BP,477,93,3.7380642388344965e-45
detection of chemical stimulus,BP,512,96,4.525761467750417e-45
detection of stimulus involved in sensory perception,BP,531,95,9.059640459382781e-43
sensory perception of chemical stimulus,BP,526,93,2.0549424513684664e-41
detection of stimulus,BP,691,102,3.308782181062596e-38
sensory perception,BP,977,110,2.4225930330338828e-30
nervous system process,BP,1437,136,8.320538967411688e-30
G protein-coupled receptor signaling pathway,BP,1371,129,5.8280284054865785e-28
multicellular organismal process,BP,7751,394,1.2923520137883504e-27
system process,BP,2216,163,1.573376336844704e-23
detection of chemical stimulus involved in sensory perception of smell,BP,427,222,6.67649446506682e-243
detection of chemical stimulus involved in sensory perception,BP,477,226,1.992208535501901e-235
sensory perception of smell,BP,454,222,6.86405954407638e-235
detection of chemical stimulus,BP,512,226,2.0797486539139395e-226
detection of stimulus involved in sensory perception,BP,531,228,3.8570468358963205e-225
sensory perception of chemical stimulus,BP,526,226,4.858071897261885e-223
detection of stimulus,BP,691,228,1.3676379277443782e-193
