gene,annot
BTF3,TranscriptionFactors
BTF3P11,TranscriptionFactors
BTF3P12,TranscriptionFactors
BTF3P13,TranscriptionFactors
C1orf61,TranscriptionFactors
C22orf31,TranscriptionFactors
CAND1,TranscriptionFactors
CASK,TranscriptionFactors
CASZ1,TranscriptionFactors
CBFA2T3,TranscriptionFactors
CBX1,TranscriptionFactors
CBX2,TranscriptionFactors
CBX3,TranscriptionFactors
CBX4,TranscriptionFactors
CBX5,TranscriptionFactors
CBX6,TranscriptionFactors
CBX7,TranscriptionFactors
CBX8,TranscriptionFactors
CCT4,TranscriptionFactors
CDK7,TranscriptionFactors
CDK8,TranscriptionFactors
CDR2,TranscriptionFactors
CDX1,TranscriptionFactors
CDX2,TranscriptionFactors
CDX4,TranscriptionFactors
CEBPA,TranscriptionFactors
CEBPB,TranscriptionFactors
CEBPD,TranscriptionFactors
CEBPE,TranscriptionFactors
CEBPG,TranscriptionFactors
CEBPZ,TranscriptionFactors
CELF3,TranscriptionFactors
CERS2,TranscriptionFactors
CERS3,TranscriptionFactors
CERS4,TranscriptionFactors
CERS5,TranscriptionFactors
CERS6,TranscriptionFactors
CFAP20,TranscriptionFactors
CHD1,TranscriptionFactors
CHD1L,TranscriptionFactors
CHD2,TranscriptionFactors
CHD3,TranscriptionFactors
CHD4,TranscriptionFactors
CHD5,TranscriptionFactors
CHD6,TranscriptionFactors
CHMP3,TranscriptionFactors
CIAO1,TranscriptionFactors
CIC,TranscriptionFactors
CIITA,TranscriptionFactors
CIR1,TranscriptionFactors
CITED1,TranscriptionFactors
CITED2,TranscriptionFactors
CLOCK,TranscriptionFactors
CNBP,TranscriptionFactors
CNOT3,TranscriptionFactors
CNOT4,TranscriptionFactors
CNOT8,TranscriptionFactors
CNPY3,TranscriptionFactors
COPS2,TranscriptionFactors
COPS5,TranscriptionFactors
CORO1A,TranscriptionFactors
CREB1,TranscriptionFactors
CREB3,TranscriptionFactors
CREB3L1,TranscriptionFactors
CREB5,TranscriptionFactors
CREBBP,TranscriptionFactors
CREBL2,TranscriptionFactors
CREBZF,TranscriptionFactors
CREG1,TranscriptionFactors
CREM,TranscriptionFactors
CRIP1,TranscriptionFactors
CRIP2,TranscriptionFactors
CRX,TranscriptionFactors
CSRP1,TranscriptionFactors
CSRP2,TranscriptionFactors
CSRP3,TranscriptionFactors
CTCF,TranscriptionFactors
CTNNB1,TranscriptionFactors
CUX1,TranscriptionFactors
CUX2,TranscriptionFactors
CUX2P1,TranscriptionFactors
DACH1,TranscriptionFactors
DBP,TranscriptionFactors
DBX1,TranscriptionFactors
DBX2,TranscriptionFactors
DCP1A,TranscriptionFactors
DDIT3,TranscriptionFactors
DEAF1,TranscriptionFactors
DENND4A,TranscriptionFactors
DEPDC7,TranscriptionFactors
DIDO1,TranscriptionFactors
DLX1,TranscriptionFactors
DLX2,TranscriptionFactors
DLX3,TranscriptionFactors
DLX4,TranscriptionFactors
DLX5,TranscriptionFactors
DLX6,TranscriptionFactors
DMBX1,TranscriptionFactors
DMRT1,TranscriptionFactors
DMRT2,TranscriptionFactors
DMRTA2,TranscriptionFactors
DMRTC1,TranscriptionFactors
DMTF1,TranscriptionFactors
DPF1,TranscriptionFactors
DPF2,TranscriptionFactors
DPF3,TranscriptionFactors
DPRX,TranscriptionFactors
DPRXP1,TranscriptionFactors
DPRXP2,TranscriptionFactors
DPRXP3,TranscriptionFactors
DPRXP4,TranscriptionFactors
DPRXP5,TranscriptionFactors
DPRXP6,TranscriptionFactors
DPRXP7,TranscriptionFactors
DR1,TranscriptionFactors
DRAP1,TranscriptionFactors
DRGX,TranscriptionFactors
DTX2,TranscriptionFactors
DUX4,TranscriptionFactors
DUX4L8,TranscriptionFactors
DUXA,TranscriptionFactors
DUXAP1,TranscriptionFactors
DUXAP10,TranscriptionFactors
DUXAP2,TranscriptionFactors
DUXAP3,TranscriptionFactors
DUXAP4,TranscriptionFactors
DUXAP5,TranscriptionFactors
DUXAP6,TranscriptionFactors
DUXAP7,TranscriptionFactors
DUXAP8,TranscriptionFactors
DUXAP9,TranscriptionFactors
DUXB,TranscriptionFactors
E2F1,TranscriptionFactors
E2F2,TranscriptionFactors
E2F3,TranscriptionFactors
E2F4,TranscriptionFactors
E2F5,TranscriptionFactors
E2F6,TranscriptionFactors
E4F1,TranscriptionFactors
EBF1,TranscriptionFactors
EBF4,TranscriptionFactors
ECD,TranscriptionFactors
EED,TranscriptionFactors
EGLN2,TranscriptionFactors
EGR1,TranscriptionFactors
EGR2,TranscriptionFactors
EGR3,TranscriptionFactors
EGR4,TranscriptionFactors
EHF,TranscriptionFactors
ELF1,TranscriptionFactors
ELF2,TranscriptionFactors
ELF3,TranscriptionFactors
ELF4,TranscriptionFactors
ELF5,TranscriptionFactors
ELK1,TranscriptionFactors
ELK3,TranscriptionFactors
ELK4,TranscriptionFactors
EMX1,TranscriptionFactors
EMX2,TranscriptionFactors
EN1,TranscriptionFactors
EN2,TranscriptionFactors
ENO1,TranscriptionFactors
EOMES,TranscriptionFactors
EP300,TranscriptionFactors
EP400,TranscriptionFactors
EPAS1,TranscriptionFactors
ERCC2,TranscriptionFactors
ERCC3,TranscriptionFactors
ERCC6,TranscriptionFactors
ERF,TranscriptionFactors
ERG,TranscriptionFactors
ERGIC2,TranscriptionFactors
ERMP1,TranscriptionFactors
ESR1,TranscriptionFactors
ESR2,TranscriptionFactors
ESRRA,TranscriptionFactors
ESRRB,TranscriptionFactors
ESRRG,TranscriptionFactors
ESX1,TranscriptionFactors
ETS1,TranscriptionFactors
ETS2,TranscriptionFactors
ETV1,TranscriptionFactors
ETV2,TranscriptionFactors
ETV3,TranscriptionFactors
ETV4,TranscriptionFactors
ETV5,TranscriptionFactors
ETV6,TranscriptionFactors
ETV7,TranscriptionFactors
EVX1,TranscriptionFactors
EVX2,TranscriptionFactors
EYA1,TranscriptionFactors
EYA2,TranscriptionFactors
EYA3,TranscriptionFactors
EYA4,TranscriptionFactors
EZH1,TranscriptionFactors
EZH2,TranscriptionFactors
FAM189B,TranscriptionFactors
FAM20C,TranscriptionFactors
FEM1A,TranscriptionFactors
FEZF2,TranscriptionFactors
FHL1,TranscriptionFactors
FHL2,TranscriptionFactors
FHL5,TranscriptionFactors
FLI1,TranscriptionFactors
FOS,TranscriptionFactors
FOSB,TranscriptionFactors
FOSL1,TranscriptionFactors
FOSL2,TranscriptionFactors
FOXA1,TranscriptionFactors
FOXA2,TranscriptionFactors
FOXA3,TranscriptionFactors
FOXB1,TranscriptionFactors
FOXC1,TranscriptionFactors
FOXC2,TranscriptionFactors
FOXD1,TranscriptionFactors
FOXD2,TranscriptionFactors
FOXD3,TranscriptionFactors
FOXD4,TranscriptionFactors
FOXE1,TranscriptionFactors
FOXE3,TranscriptionFactors
FOXF1,TranscriptionFactors
FOXF2,TranscriptionFactors
FOXG1,TranscriptionFactors
FOXH1,TranscriptionFactors
FOXI1,TranscriptionFactors
FOXJ1,TranscriptionFactors
FOXJ2,TranscriptionFactors
FOXJ3,TranscriptionFactors
FOXK2,TranscriptionFactors
FOXL1,TranscriptionFactors
FOXL2,TranscriptionFactors
FOXM1,TranscriptionFactors
FOXN1,TranscriptionFactors
FOXN2,TranscriptionFactors
FOXN3,TranscriptionFactors
FOXO1,TranscriptionFactors
FOXO3,TranscriptionFactors
FOXO4,TranscriptionFactors
FOXP1,TranscriptionFactors
FOXP2,TranscriptionFactors
FOXP3,TranscriptionFactors
FOXQ1,TranscriptionFactors
FOXS1,TranscriptionFactors
FUBP1,TranscriptionFactors
GABPA,TranscriptionFactors
GABPB1,TranscriptionFactors
GATA1,TranscriptionFactors
GATA2,TranscriptionFactors
GATA3,TranscriptionFactors
GATA4,TranscriptionFactors
GATA5,TranscriptionFactors
GATA6,TranscriptionFactors
GBX1,TranscriptionFactors
GBX2,TranscriptionFactors
GCM1,TranscriptionFactors
GCM2,TranscriptionFactors
GFI1,TranscriptionFactors
GFI1B,TranscriptionFactors
GLI1,TranscriptionFactors
GLI2,TranscriptionFactors
GLI3,TranscriptionFactors
GLIS1,TranscriptionFactors
GLIS2,TranscriptionFactors
GRHL1,TranscriptionFactors
GSC,TranscriptionFactors
GSC2,TranscriptionFactors
GSX1,TranscriptionFactors
GSX2,TranscriptionFactors
GTF2A1,TranscriptionFactors
GTF2A1L,TranscriptionFactors
GTF2A2,TranscriptionFactors
GTF2B,TranscriptionFactors
GTF2E1,TranscriptionFactors
GTF2E2,TranscriptionFactors
GTF2F1,TranscriptionFactors
GTF2F2,TranscriptionFactors
GTF2H1,TranscriptionFactors
GTF2H2,TranscriptionFactors
GTF2H3,TranscriptionFactors
GTF2H4,TranscriptionFactors
GTF2I,TranscriptionFactors
GTF3A,TranscriptionFactors
GTF3C1,TranscriptionFactors
GTF3C2,TranscriptionFactors
GTF3C3,TranscriptionFactors
GTF3C4,TranscriptionFactors
GTF3C5,TranscriptionFactors
GTPBP1,TranscriptionFactors
HAND1,TranscriptionFactors
HAND2,TranscriptionFactors
HCFC2,TranscriptionFactors
HDAC1,TranscriptionFactors
HDAC2,TranscriptionFactors
HDAC4,TranscriptionFactors
HDX,TranscriptionFactors
HES1,TranscriptionFactors
HES2,TranscriptionFactors
HES4,TranscriptionFactors
HES5,TranscriptionFactors
HES6,TranscriptionFactors
HES7,TranscriptionFactors
HESX1,TranscriptionFactors
HEXIM1,TranscriptionFactors
HEY1,TranscriptionFactors
HEY2,TranscriptionFactors
HEYL,TranscriptionFactors
HHEX,TranscriptionFactors
HIC1,TranscriptionFactors
HIC2,TranscriptionFactors
HIF1A,TranscriptionFactors
HIF3A,TranscriptionFactors
HIRA,TranscriptionFactors
HIVEP1,TranscriptionFactors
HIVEP2,TranscriptionFactors
HLF,TranscriptionFactors
HLTF,TranscriptionFactors
HLX,TranscriptionFactors
HMBOX1,TranscriptionFactors
HMG20B,TranscriptionFactors
HMGA1,TranscriptionFactors
HMGA2,TranscriptionFactors
HMGB1,TranscriptionFactors
HMGB2,TranscriptionFactors
HMGN2,TranscriptionFactors
HMGXB3,TranscriptionFactors
HMX1,TranscriptionFactors
HMX2,TranscriptionFactors
HMX3,TranscriptionFactors
HNF1A,TranscriptionFactors
HNF1B,TranscriptionFactors
HNF4A,TranscriptionFactors
HNF4G,TranscriptionFactors
HOMEZ,TranscriptionFactors
HOPX,TranscriptionFactors
HOXA1,TranscriptionFactors
HOXA10,TranscriptionFactors
HOXA11,TranscriptionFactors
HOXA13,TranscriptionFactors
HOXA2,TranscriptionFactors
HOXA3,TranscriptionFactors
HOXA4,TranscriptionFactors
HOXA5,TranscriptionFactors
HOXA6,TranscriptionFactors
HOXA7,TranscriptionFactors
HOXA9,TranscriptionFactors
HOXB1,TranscriptionFactors
HOXB13,TranscriptionFactors
HOXB2,TranscriptionFactors
HOXB3,TranscriptionFactors
HOXB4,TranscriptionFactors
HOXB5,TranscriptionFactors
HOXB6,TranscriptionFactors
HOXB7,TranscriptionFactors
HOXB8,TranscriptionFactors
HOXB9,TranscriptionFactors
HOXC10,TranscriptionFactors
HOXC11,TranscriptionFactors
HOXC12,TranscriptionFactors
HOXC13,TranscriptionFactors
HOXC4,TranscriptionFactors
HOXC5,TranscriptionFactors
HOXC6,TranscriptionFactors
HOXC8,TranscriptionFactors
HOXC9,TranscriptionFactors
HOXD1,TranscriptionFactors
HOXD10,TranscriptionFactors
HOXD11,TranscriptionFactors
HOXD12,TranscriptionFactors
HOXD13,TranscriptionFactors
HOXD3,TranscriptionFactors
HOXD4,TranscriptionFactors
HOXD8,TranscriptionFactors
HOXD9,TranscriptionFactors
HR,TranscriptionFactors
HSF1,TranscriptionFactors
HSF2,TranscriptionFactors
HSF2BP,TranscriptionFactors
HSF4,TranscriptionFactors
HSFX1,TranscriptionFactors
HSFY1,TranscriptionFactors
ID1,TranscriptionFactors
ID2,TranscriptionFactors
ID3,TranscriptionFactors
ID4,TranscriptionFactors
IER2,TranscriptionFactors
IFT172,TranscriptionFactors
IGHMBP2,TranscriptionFactors
IKZF1,TranscriptionFactors
IKZF2,TranscriptionFactors
IKZF3,TranscriptionFactors
IKZF5,TranscriptionFactors
ILF2,TranscriptionFactors
ILF3,TranscriptionFactors
INSM1,TranscriptionFactors
INSM2,TranscriptionFactors
INTS4,TranscriptionFactors
IRF1,TranscriptionFactors
IRF2,TranscriptionFactors
IRF3,TranscriptionFactors
IRF4,TranscriptionFactors
IRF5,TranscriptionFactors
IRF6,TranscriptionFactors
IRF7,TranscriptionFactors
IRF8,TranscriptionFactors
IRF9,TranscriptionFactors
IRX1,TranscriptionFactors
IRX1P1,TranscriptionFactors
IRX2,TranscriptionFactors
IRX3,TranscriptionFactors
IRX4,TranscriptionFactors
IRX5,TranscriptionFactors
IRX6,TranscriptionFactors
ISL1,TranscriptionFactors
ISL2,TranscriptionFactors
ISX,TranscriptionFactors
JARID2,TranscriptionFactors
JMJD4,TranscriptionFactors
JUN,TranscriptionFactors
JUNB,TranscriptionFactors
JUND,TranscriptionFactors
KAT2A,TranscriptionFactors
KAT5,TranscriptionFactors
KAT6A,TranscriptionFactors
KAT6B,TranscriptionFactors
KAT7,TranscriptionFactors
KCNIP3,TranscriptionFactors
KDM3B,TranscriptionFactors
KDM4C,TranscriptionFactors
KDM4D,TranscriptionFactors
KDM5C,TranscriptionFactors
KEAP1,TranscriptionFactors
KIAA0040,TranscriptionFactors
KLF1,TranscriptionFactors
KLF10,TranscriptionFactors
KLF11,TranscriptionFactors
KLF12,TranscriptionFactors
KLF13,TranscriptionFactors
KLF14,TranscriptionFactors
KLF15,TranscriptionFactors
KLF16,TranscriptionFactors
KLF2,TranscriptionFactors
KLF3,TranscriptionFactors
KLF4,TranscriptionFactors
KLF5,TranscriptionFactors
KLF6,TranscriptionFactors
KLF7,TranscriptionFactors
KLF8,TranscriptionFactors
KLF9,TranscriptionFactors
KLHL21,TranscriptionFactors
KLHL5,TranscriptionFactors
KMT2A,TranscriptionFactors
KMT2D,TranscriptionFactors
KMT5B,TranscriptionFactors
L3MBTL1,TranscriptionFactors
LARP1,TranscriptionFactors
LAS1L,TranscriptionFactors
LBX1,TranscriptionFactors
LBX2,TranscriptionFactors
LDB1,TranscriptionFactors
LDB2,TranscriptionFactors
LDOC1,TranscriptionFactors
LEF1,TranscriptionFactors
LEUTX,TranscriptionFactors
LHX1,TranscriptionFactors
LHX2,TranscriptionFactors
LHX3,TranscriptionFactors
LHX4,TranscriptionFactors
LHX5,TranscriptionFactors
LHX6,TranscriptionFactors
LHX8,TranscriptionFactors
LHX9,TranscriptionFactors
LIMA1,TranscriptionFactors
LIN28A,TranscriptionFactors
LITAF,TranscriptionFactors
LMO1,TranscriptionFactors
LMO2,TranscriptionFactors
LMO3,TranscriptionFactors
LMO4,TranscriptionFactors
LMO7,TranscriptionFactors
LMX1A,TranscriptionFactors
LMX1B,TranscriptionFactors
LRRC14,TranscriptionFactors
LSR,TranscriptionFactors
LTN1,TranscriptionFactors
LYL1,TranscriptionFactors
LZTR1,TranscriptionFactors
LZTS1,TranscriptionFactors
MAF,TranscriptionFactors
MAFB,TranscriptionFactors
MAFF,TranscriptionFactors
MAFG,TranscriptionFactors
MAFK,TranscriptionFactors
MAML3,TranscriptionFactors
MAMLD1,TranscriptionFactors
MANSC1,TranscriptionFactors
MAPK8IP1,TranscriptionFactors
MAX,TranscriptionFactors
MAZ,TranscriptionFactors
MBD1,TranscriptionFactors
MBD2,TranscriptionFactors
MBD4,TranscriptionFactors
MBNL2,TranscriptionFactors
MECOM,TranscriptionFactors
MECP2,TranscriptionFactors
MED1,TranscriptionFactors
MED12,TranscriptionFactors
MED14,TranscriptionFactors
MED15,TranscriptionFactors
MED16,TranscriptionFactors
MED17,TranscriptionFactors
MED21,TranscriptionFactors
MED23,TranscriptionFactors
MED24,TranscriptionFactors
MED26,TranscriptionFactors
MED27,TranscriptionFactors
MED6,TranscriptionFactors
MED7,TranscriptionFactors
MEF2A,TranscriptionFactors
MEF2C,TranscriptionFactors
MEF2D,TranscriptionFactors
MEFV,TranscriptionFactors
MEIS1,TranscriptionFactors
MEIS2,TranscriptionFactors
MEIS3,TranscriptionFactors
MEIS3P1,TranscriptionFactors
MEIS3P2,TranscriptionFactors
MEOX1,TranscriptionFactors
MEOX2,TranscriptionFactors
MESP2,TranscriptionFactors
METTL3,TranscriptionFactors
MFSD12,TranscriptionFactors
MFSD3,TranscriptionFactors
MGA,TranscriptionFactors
MGAT5,TranscriptionFactors
MICALL1,TranscriptionFactors
MID1,TranscriptionFactors
MIEF1,TranscriptionFactors
MIER1,TranscriptionFactors
MIS18BP1,TranscriptionFactors
MITF,TranscriptionFactors
MIXL1,TranscriptionFactors
MKX,TranscriptionFactors
MLLT1,TranscriptionFactors
MLLT10,TranscriptionFactors
MLLT3,TranscriptionFactors
MLLT6,TranscriptionFactors
MLX,TranscriptionFactors
MLXIP,TranscriptionFactors
MLXIPL,TranscriptionFactors
MNAT1,TranscriptionFactors
MNDA,TranscriptionFactors
MNT,TranscriptionFactors
MNX1,TranscriptionFactors
MORF4,TranscriptionFactors
MORF4L1,TranscriptionFactors
MORF4L2,TranscriptionFactors
MSC,TranscriptionFactors
MSRB2,TranscriptionFactors
MSX1,TranscriptionFactors
MSX2,TranscriptionFactors
MSX2P1,TranscriptionFactors
MTA1,TranscriptionFactors
MTA2,TranscriptionFactors
MTF1,TranscriptionFactors
MTF2,TranscriptionFactors
MXD1,TranscriptionFactors
MXD3,TranscriptionFactors
MXD4,TranscriptionFactors
MXI1,TranscriptionFactors
MYB,TranscriptionFactors
MYBBP1A,TranscriptionFactors
MYBL1,TranscriptionFactors
MYBL2,TranscriptionFactors
MYC,TranscriptionFactors
MYCBP,TranscriptionFactors
MYCL,TranscriptionFactors
MYCLP1,TranscriptionFactors
MYCN,TranscriptionFactors
MYCNOS,TranscriptionFactors
MYF5,TranscriptionFactors
MYF6,TranscriptionFactors
MYOD1,TranscriptionFactors
MYOG,TranscriptionFactors
MYRF,TranscriptionFactors
MYT1,TranscriptionFactors
MYT1L,TranscriptionFactors
MZF1,TranscriptionFactors
NAB1,TranscriptionFactors
NAB2,TranscriptionFactors
NANOG,TranscriptionFactors
NANOGP1,TranscriptionFactors
NANOGP10,TranscriptionFactors
NANOGP11,TranscriptionFactors
NANOGP2,TranscriptionFactors
NANOGP3,TranscriptionFactors
NANOGP4,TranscriptionFactors
NANOGP5,TranscriptionFactors
NANOGP6,TranscriptionFactors
NANOGP7,TranscriptionFactors
NANOGP8,TranscriptionFactors
NANOGP9,TranscriptionFactors
NCALD,TranscriptionFactors
NCOA1,TranscriptionFactors
NCOA2,TranscriptionFactors
NCOA3,TranscriptionFactors
NCOA4,TranscriptionFactors
NCOA6,TranscriptionFactors
NCOR1,TranscriptionFactors
NCOR2,TranscriptionFactors
NEUROD1,TranscriptionFactors
NEUROD2,TranscriptionFactors
NEUROD4,TranscriptionFactors
NEUROD6,TranscriptionFactors
NEUROG1,TranscriptionFactors
NEUROG2,TranscriptionFactors
NEUROG3,TranscriptionFactors
NFAT5,TranscriptionFactors
NFATC1,TranscriptionFactors
NFATC2,TranscriptionFactors
NFATC3,TranscriptionFactors
NFATC4,TranscriptionFactors
NFE2,TranscriptionFactors
NFE2L1,TranscriptionFactors
NFE2L2,TranscriptionFactors
NFE2L3,TranscriptionFactors
NFIA,TranscriptionFactors
NFIB,TranscriptionFactors
NFIC,TranscriptionFactors
NFIL3,TranscriptionFactors
NFIX,TranscriptionFactors
NFKB1,TranscriptionFactors
NFKB2,TranscriptionFactors
NFKBIA,TranscriptionFactors
NFKBIB,TranscriptionFactors
NFKBIE,TranscriptionFactors
NFKBIL1,TranscriptionFactors
NFRKB,TranscriptionFactors
NFX1,TranscriptionFactors
NFYA,TranscriptionFactors
NFYB,TranscriptionFactors
NFYC,TranscriptionFactors
NHLH2,TranscriptionFactors
NKRF,TranscriptionFactors
NKX1-1,TranscriptionFactors
NKX1-2,TranscriptionFactors
NKX2-1,TranscriptionFactors
NKX2-2,TranscriptionFactors
NKX2-3,TranscriptionFactors
NKX2-4,TranscriptionFactors
NKX2-5,TranscriptionFactors
NKX2-6,TranscriptionFactors
NKX2-8,TranscriptionFactors
NKX3-1,TranscriptionFactors
NKX3-2,TranscriptionFactors
NKX6-1,TranscriptionFactors
NKX6-2,TranscriptionFactors
NKX6-3,TranscriptionFactors
NMI,TranscriptionFactors
NOBOX,TranscriptionFactors
NOTO,TranscriptionFactors
NPAS1,TranscriptionFactors
NPAS2,TranscriptionFactors
NR0B1,TranscriptionFactors
NR0B2,TranscriptionFactors
NR1D1,TranscriptionFactors
NR1D2,TranscriptionFactors
NR1H2,TranscriptionFactors
NR1H3,TranscriptionFactors
NR1H4,TranscriptionFactors
NR1I2,TranscriptionFactors
NR1I3,TranscriptionFactors
NR2C1,TranscriptionFactors
NR2C2,TranscriptionFactors
NR2E1,TranscriptionFactors
NR2E3,TranscriptionFactors
NR2F1,TranscriptionFactors
NR2F2,TranscriptionFactors
NR2F6,TranscriptionFactors
NR3C1,TranscriptionFactors
NR3C2,TranscriptionFactors
NR4A1,TranscriptionFactors
NR4A2,TranscriptionFactors
NR4A3,TranscriptionFactors
NR5A1,TranscriptionFactors
NR5A2,TranscriptionFactors
NR6A1,TranscriptionFactors
NRF1,TranscriptionFactors
NRIP1,TranscriptionFactors
NRL,TranscriptionFactors
NSD2,TranscriptionFactors
NUFIP2,TranscriptionFactors
OLIG1,TranscriptionFactors
OLIG2,TranscriptionFactors
OLIG3,TranscriptionFactors
ONECUT1,TranscriptionFactors
ONECUT2,TranscriptionFactors
ONECUT3,TranscriptionFactors
OPTN,TranscriptionFactors
OSR1,TranscriptionFactors
OTP,TranscriptionFactors
OTUD7B,TranscriptionFactors
OTX1,TranscriptionFactors
OTX2,TranscriptionFactors
OTX2P1,TranscriptionFactors
OVOL1,TranscriptionFactors
OVOL3,TranscriptionFactors
PACS2,TranscriptionFactors
PATZ1,TranscriptionFactors
PAX1,TranscriptionFactors
PAX2,TranscriptionFactors
PAX3,TranscriptionFactors
PAX4,TranscriptionFactors
PAX5,TranscriptionFactors
PAX6,TranscriptionFactors
PAX7,TranscriptionFactors
PAX8,TranscriptionFactors
PAX9,TranscriptionFactors
PAXIP1,TranscriptionFactors
PBX1,TranscriptionFactors
PBX2,TranscriptionFactors
PBX2P1,TranscriptionFactors
PBX3,TranscriptionFactors
PBX4,TranscriptionFactors
PCGF2,TranscriptionFactors
PCGF3,TranscriptionFactors
PDLIM5,TranscriptionFactors
PDX1,TranscriptionFactors
PER1,TranscriptionFactors
PER2,TranscriptionFactors
PER3,TranscriptionFactors
PFDN5,TranscriptionFactors
PGR,TranscriptionFactors
PHC1,TranscriptionFactors
PHF11,TranscriptionFactors
PHF3,TranscriptionFactors
PHOX2A,TranscriptionFactors
PHOX2B,TranscriptionFactors
PHRF1,TranscriptionFactors
PHTF1,TranscriptionFactors
PIAS2,TranscriptionFactors
PIAS3,TranscriptionFactors
PITX1,TranscriptionFactors
PITX2,TranscriptionFactors
PITX3,TranscriptionFactors
PKNOX1,TranscriptionFactors
PKNOX2,TranscriptionFactors
PLAG1,TranscriptionFactors
PLAGL1,TranscriptionFactors
PLAGL2,TranscriptionFactors
PLRG1,TranscriptionFactors
PMF1,TranscriptionFactors
PML,TranscriptionFactors
POU1F1,TranscriptionFactors
POU2AF1,TranscriptionFactors
POU2F1,TranscriptionFactors
POU2F2,TranscriptionFactors
POU2F3,TranscriptionFactors
POU3F1,TranscriptionFactors
POU3F2,TranscriptionFactors
POU3F3,TranscriptionFactors
POU3F4,TranscriptionFactors
POU4F1,TranscriptionFactors
POU4F2,TranscriptionFactors
POU4F3,TranscriptionFactors
POU5F1,TranscriptionFactors
POU5F1B,TranscriptionFactors
POU5F1P2,TranscriptionFactors
POU5F1P3,TranscriptionFactors
POU5F1P4,TranscriptionFactors
POU5F1P5,TranscriptionFactors
POU5F1P6,TranscriptionFactors
POU5F1P7,TranscriptionFactors
POU5F2,TranscriptionFactors
POU6F1,TranscriptionFactors
POU6F2,TranscriptionFactors
PPARA,TranscriptionFactors
PPARD,TranscriptionFactors
PPARG,TranscriptionFactors
PPARGC1A,TranscriptionFactors
PPP1R13L,TranscriptionFactors
PRDM1,TranscriptionFactors
PRDM10,TranscriptionFactors
PRDM11,TranscriptionFactors
PRDM12,TranscriptionFactors
PRDM13,TranscriptionFactors
PRDM14,TranscriptionFactors
PRDM15,TranscriptionFactors
PRDM16,TranscriptionFactors
PRDM2,TranscriptionFactors
PRDM4,TranscriptionFactors
PRDM5,TranscriptionFactors
PRDM6,TranscriptionFactors
PRDM7,TranscriptionFactors
PRDM8,TranscriptionFactors
PRDM9,TranscriptionFactors
PREB,TranscriptionFactors
PRICKLE3,TranscriptionFactors
PROP1,TranscriptionFactors
PROX1,TranscriptionFactors
PROX2,TranscriptionFactors
PRR7,TranscriptionFactors
PRRX1,TranscriptionFactors
PRRX2,TranscriptionFactors
PSIP1,TranscriptionFactors
PSMC5,TranscriptionFactors
PTTG1IP,TranscriptionFactors
PURA,TranscriptionFactors
RARA,TranscriptionFactors
RARB,TranscriptionFactors
RARG,TranscriptionFactors
RASSF7,TranscriptionFactors
RAX,TranscriptionFactors
RAX2,TranscriptionFactors
RB1,TranscriptionFactors
RBBP5,TranscriptionFactors
RBBP9,TranscriptionFactors
RBL1,TranscriptionFactors
RBL2,TranscriptionFactors
RBPJ,TranscriptionFactors
RBPJL,TranscriptionFactors
RCOR1,TranscriptionFactors
RCVRN,TranscriptionFactors
REL,TranscriptionFactors
RELA,TranscriptionFactors
RELB,TranscriptionFactors
REPIN1,TranscriptionFactors
RERE,TranscriptionFactors
REST,TranscriptionFactors
REV3L,TranscriptionFactors
RFX1,TranscriptionFactors
RFX2,TranscriptionFactors
RFX3,TranscriptionFactors
RFX4,TranscriptionFactors
RFX5,TranscriptionFactors
RFXANK,TranscriptionFactors
RGCC,TranscriptionFactors
RHOXF1,TranscriptionFactors
RHOXF2,TranscriptionFactors
RHOXF2B,TranscriptionFactors
RIMS3,TranscriptionFactors
RING1,TranscriptionFactors
RLF,TranscriptionFactors
RLIM,TranscriptionFactors
RNF10,TranscriptionFactors
RNF103,TranscriptionFactors
RNF112,TranscriptionFactors
RNF113A,TranscriptionFactors
RNF114,TranscriptionFactors
RNF115,TranscriptionFactors
RNF13,TranscriptionFactors
RNF14,TranscriptionFactors
RNF141,TranscriptionFactors
RNF144A,TranscriptionFactors
RNF2,TranscriptionFactors
RNF24,TranscriptionFactors
RNF4,TranscriptionFactors
RNF41,TranscriptionFactors
RNF8,TranscriptionFactors
RORA,TranscriptionFactors
RORB,TranscriptionFactors
RORC,TranscriptionFactors
RREB1,TranscriptionFactors
RRN3,TranscriptionFactors
RTRAF,TranscriptionFactors
RUNX1,TranscriptionFactors
RUNX1T1,TranscriptionFactors
RUNX2,TranscriptionFactors
RUNX3,TranscriptionFactors
RXRA,TranscriptionFactors
RXRB,TranscriptionFactors
RXRG,TranscriptionFactors
SAFB,TranscriptionFactors
SALL1,TranscriptionFactors
SALL2,TranscriptionFactors
SALL3,TranscriptionFactors
SALL4,TranscriptionFactors
SAMD4B,TranscriptionFactors
SAP18,TranscriptionFactors
SAP30,TranscriptionFactors
SAP30BP,TranscriptionFactors
SART3,TranscriptionFactors
SATB1,TranscriptionFactors
SATB2,TranscriptionFactors
SCAND1,TranscriptionFactors
SCAND2P,TranscriptionFactors
SCML1,TranscriptionFactors
SCML2,TranscriptionFactors
SCRT1,TranscriptionFactors
SCRT2,TranscriptionFactors
SEBOX,TranscriptionFactors
SERTAD1,TranscriptionFactors
SERTAD2,TranscriptionFactors
SETBP1,TranscriptionFactors
SETD4,TranscriptionFactors
SETDB1,TranscriptionFactors
SF1,TranscriptionFactors
