id,dex,barcode
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1GMRU-3026-SM-7P8TC.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1GMRU-3026-SM-7P8TC
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1GN1V-3126-SM-7PBZG.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1GN1V-3126-SM-7PBZG
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1GN2E-3026-SM-9WG6I.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1GN2E-3026-SM-9WG6I
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1GN73-3126-SM-9KNTY.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1GN73-3126-SM-9KNTY
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1GZ2Q-3226-SM-9WG6L.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1GZ2Q-3226-SM-9WG6L
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1GZ4I-3026-SM-9KNTX.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1GZ4I-3026-SM-9KNTX
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1GZHY-3126-SM-9QEHH.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1GZHY-3126-SM-9QEHH
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1H1DG-2926-SM-9WYU3.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1H1DG-2926-SM-9WYU3
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1H1ZS-3026-SM-9KNUJ.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1H1ZS-3026-SM-9KNUJ
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1H23P-2926-SM-9WYU8.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1H23P-2926-SM-9WYU8
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1H2FU-3126-SM-9WYUJ.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1H2FU-3126-SM-9WYUJ
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1H3NZ-3026-SM-9JGHW.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1H3NZ-3026-SM-9JGHW
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1H3O1-1726-SM-9WYSR.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1H3O1-1726-SM-9WYSR
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1H3VE-2726-SM-9WPP3.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1H3VE-2726-SM-9WPP3
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1HB9E-2926-SM-D4P3S.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1HB9E-2926-SM-D4P3S
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1HBPH-3126-SM-9WYUV.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1HBPH-3126-SM-9WYUV
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1HBPI-2826-SM-ARZNO.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1HBPI-2826-SM-ARZNO
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1HBPM-2926-SM-CL54E.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1HBPM-2926-SM-CL54E
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1HCU6-3126-SM-CL54L.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1HCU6-3126-SM-CL54L
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1HCVE-3026-SM-CL54G.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1HCVE-3026-SM-CL54G
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1HFI6-3026-SM-CNPPJ.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1HFI6-3026-SM-CNPPJ
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1HGF4-3126-SM-CL54M.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1HGF4-3126-SM-CL54M
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1HR98-3026-SM-CNPPK.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1HR98-3026-SM-CNPPK
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1HSKV-3026-SM-A96SL.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1HSKV-3026-SM-A96SL
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1HSMO-3026-SM-A9G3F.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1HSMO-3026-SM-A9G3F
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1HT8W-3026-SM-CGQEO.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1HT8W-3026-SM-CGQEO
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1HUB1-2926-SM-ACKXA.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1HUB1-2926-SM-ACKXA
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1I19N-3026-SM-CL55E.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1I19N-3026-SM-CL55E
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1I1CD-3026-SM-B2LY2.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1I1CD-3026-SM-B2LY2
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1I1GQ-3026-SM-CL55K.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1I1GQ-3026-SM-CL55K
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1I1GR-2926-SM-CNNQG.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1I1GR-2926-SM-CNNQG
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1I1GV-3126-SM-A96SF.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1I1GV-3126-SM-A96SF
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1I1HK-2826-SM-CKZPL.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1I1HK-2826-SM-CKZPL
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1ICLZ-2826-SM-CL53U.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1ICLZ-2826-SM-CL53U
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1IDFM-2826-SM-ACKWJ.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1IDFM-2826-SM-ACKWJ
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1IDJH-3026-SM-CL53B.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1IDJH-3026-SM-CL53B
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1IKJJ-2926-SM-A9G2N.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1IKJJ-2926-SM-A9G2N
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1IKK5-2926-SM-ARU7Q.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1IKK5-2926-SM-ARU7Q
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1IL2U-3026-SM-C1YSH.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1IL2U-3026-SM-C1YSH
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1IOXB-3126-SM-CKZO1.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1IOXB-3126-SM-CKZO1
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1IY9M-3026-SM-A9G37.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1IY9M-3026-SM-A9G37
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1J1OQ-3226-SM-A9G2Q.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1J1OQ-3226-SM-A9G2Q
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1J8Q2-3026-SM-CKZN8.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1J8Q2-3026-SM-CKZN8
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1JJ6O-3126-SM-CNNP8.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1JJ6O-3126-SM-CNNP8
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1JJE9-2926-SM-CY8HV.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1JJE9-2926-SM-CY8HV
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1JJEA-2826-SM-ARU8R.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1JJEA-2826-SM-ARU8R
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1JMLX-2926-SM-CL54C.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1JMLX-2926-SM-CL54C
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1JMOU-2726-SM-CY8IO.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1JMOU-2726-SM-CY8IO
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1JMPZ-2726-SM-ARZNF.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1JMPZ-2726-SM-ARZNF
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1JMQK-3026-SM-ARL95.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1JMQK-3026-SM-ARL95
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1JMQL-2826-SM-ARU91.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1JMQL-2826-SM-ARU91
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1KD4Q-2926-SM-D3L9N.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1KD4Q-2926-SM-D3L9N
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1KWVE-2326-SM-D4P3N.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1KWVE-2326-SM-D4P3N
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1LC47-2926-SM-CXZKC.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1LC47-2926-SM-CXZKC
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1LG7Y-3026-SM-D5OVI.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1LG7Y-3026-SM-D5OVI
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1LKK1-3126-SM-EWRNY.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1LKK1-3126-SM-EWRNY
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1M4P7-2726-SM-E9TJQ.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1M4P7-2726-SM-E9TJQ
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1N2DW-2826-SM-E9TK5.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1N2DW-2826-SM-E9TK5
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1N5O9-2926-SM-EXUSN.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1N5O9-2926-SM-EXUSN
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1NV5F-3226-SM-EXUSL.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1NV5F-3226-SM-EXUSL
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1NV8Z-3126-SM-E76R3.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1NV8Z-3126-SM-E76R3
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1O9I2-3026-SM-E76PX.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1O9I2-3026-SM-E76PX
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1OJC4-2826-SM-E6CQX.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1OJC4-2826-SM-E6CQX
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1PIIG-2726-SM-E76PQ.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1PIIG-2726-SM-E76PQ
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1PPGY-3126-SM-EXUSR.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1PPGY-3126-SM-EXUSR
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1PWST-3126-SM-EXUSE.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1PWST-3126-SM-EXUSE
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1QMI2-3126-SM-EXUT5.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1QMI2-3126-SM-EXUT5
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1QP6S-2926-SM-DTXF8.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1QP6S-2926-SM-DTXF8
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1R9K4-3126-SM-DTX9Y.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1R9K4-3126-SM-DTX9Y
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1R9PO-2926-SM-EVYBR.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1R9PO-2926-SM-EVYBR
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1RQEC-2926-SM-EVR5A.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1RQEC-2926-SM-EVR5A
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-N7MT-1126-SM-CYPQY.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-N7MT-1126-SM-CYPQY
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-NPJ7-2726-SM-2I3FT.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-NPJ7-2726-SM-2I3FT
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-NPJ8-1526-SM-2D7VU.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-NPJ8-1526-SM-2D7VU
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-OHPN-2526-SM-2I5H3.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-OHPN-2526-SM-2I5H3
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-OXRN-2426-SM-2I5EQ.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-OXRN-2426-SM-2I5EQ
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-P44G-2426-SM-2I5ER.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-P44G-2426-SM-2I5ER
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-PVOW-2526-SM-2XCF7.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-PVOW-2526-SM-2XCF7
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-PWO3-0926-SM-2I5EY.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-PWO3-0926-SM-2I5EY
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-Q2AG-2926-SM-2HMJ3.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-Q2AG-2926-SM-2HMJ3
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-QDT8-2926-SM-32PKC.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-QDT8-2926-SM-32PKC
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-QMR6-1426-SM-32PLA.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-QMR6-1426-SM-32PLA
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-QVJO-1426-SM-2S1QY.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-QVJO-1426-SM-2S1QY
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-QVUS-2826-SM-3GADB.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-QVUS-2826-SM-3GADB
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-RNOR-2326-SM-2TF4I.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-RNOR-2326-SM-2TF4I
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-RU72-3026-SM-CYPRV.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-RU72-3026-SM-CYPRV
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-T2IS-3026-SM-32QPM.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-T2IS-3026-SM-32QPM
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-T5JC-2426-SM-3NMDB.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-T5JC-2426-SM-3NMDB
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-T6MN-2626-SM-32PMQ.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-T6MN-2626-SM-32PMQ
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-TSE9-3026-SM-3DB76.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-TSE9-3026-SM-3DB76
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-UTHO-3026-SM-3GAFB.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-UTHO-3026-SM-3GAFB
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-WHSE-3026-SM-3P5ZH.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-WHSE-3026-SM-3P5ZH
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-WL46-2926-SM-3LK82.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-WL46-2926-SM-3LK82
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-WVLH-3026-SM-3MJG9.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-WVLH-3026-SM-3MJG9
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-WWYW-3126-SM-3NB39.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-WWYW-3126-SM-3NB39
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-WZTO-2926-SM-3NM9I.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-WZTO-2926-SM-3NM9I
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-X4XX-3026-SM-3NMB2.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-X4XX-3026-SM-3NMB2
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-X4XY-3026-SM-EWRM9.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-X4XY-3026-SM-EWRM9
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-X585-3026-SM-46MWF.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-X585-3026-SM-46MWF
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-XLM4-3026-SM-4AT6L.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-XLM4-3026-SM-4AT6L
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-Y111-2726-SM-4TT3N.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-Y111-2726-SM-4TT3N
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-Y8DK-0826-SM-4TT3T.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-Y8DK-0826-SM-4TT3T
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-YFC4-3126-SM-5PNV6.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-YFC4-3126-SM-5PNV6
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-YJ89-3026-SM-5IFJI.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-YJ89-3026-SM-5IFJI
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-Z93S-2926-SM-57WB9.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-Z93S-2926-SM-57WB9
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-ZAJG-3126-SM-5HL9J.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-ZAJG-3126-SM-5HL9J
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-ZAK1-3026-SM-5S2MJ.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-ZAK1-3026-SM-5S2MJ
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-ZDXO-2126-SM-4WKFI.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-ZDXO-2126-SM-4WKFI
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-ZE7O-3126-SM-5HL5X.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-ZE7O-3126-SM-5HL5X
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-ZE9C-3026-SM-4WKHB.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-ZE9C-3026-SM-4WKHB
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-ZF28-3026-SM-4WKHP.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-ZF28-3026-SM-4WKHP
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-ZUA1-3026-SM-59HJC.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-ZUA1-3026-SM-59HJC
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-ZVT3-3026-SM-5E43N.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-ZVT3-3026-SM-5E43N
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-ZYFD-3026-SM-5E44C.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-ZYFD-3026-SM-5E44C
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-ZYY3-3126-SM-5SI9L.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-ZYY3-3126-SM-5SI9L
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-ZZPT-3026-SM-5GZXH.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-ZZPT-3026-SM-5GZXH
