Target gene,kibble,baseMean,log2FoldChange.x,lfcSE,stat,pvalue,padj.x,log2FoldChange.y,padj.y,mirna
CCDC88A,chr2:55287817-55419921:-,8684.215964333513,-0.18158137317304307,0.03898807783915487,-4.657356382691042,3.2029571302239083e-6,4.387955572656249e-6,0.167762460901489,0.033763488545245,miR-544
PPP3R1,chr2:68166085-68256237:-,10059.900714728476,-0.41494096366108,0.0474393082968684,-8.746775165110732,2.195365109845738e-18,3.991253035455163e-18,-0.00639632713597287,0.887832335933084,miR-544
AAK1,chr2:69453275-69674907:-,7417.127648065913,-1.5976120023113884,0.05602530047013203,-28.515902438811562,7.44026461136996e-179,1.0040397159651473e-177,0.0534833519935369,0.355074129225326,miR-544
ZNF638,chr2:71276543-71440667:+,7403.766890728827,-0.8576318192737995,0.037050120906087995,-23.14788179632837,1.5269508836408265e-118,1.0144056255654578e-117,0.093747185763599,0.0229617281732425,miR-544
ST6GAL2,chr2:106798889-106887410:-,1273.7020317425695,-0.338920714264955,0.09072775225082635,-3.7355793112560893,1.8728353957304778e-4,2.4208412423684227e-4,1.74419725620968,NA,miR-544
TFCP2L1,chr2:121216272-121285210:-,462.21782759101006,1.8307911624189468,0.13988663941506319,13.087677065332407,3.872713382086043e-39,9.763786394166625e-39,-0.533733988717545,0.0134309652300774,miR-544
FAM168B,chr2:131047510-131093468:-,12362.499204909956,-0.37641206977390135,0.03849996379812522,-9.776946070589059,1.4141310565201174e-22,2.758877327575707e-22,0.46106009480015,0.0518158333788346,miR-544
FMNL2,chr2:152335170-152650063:+,12396.999295494741,-0.19816230506570612,0.045754021083008384,-4.33103583849371,1.4840952151497371e-5,1.993252896777514e-5,-0.306502004870957,0.00355973683450562,miR-544
ACVR1C,chr2:157526696-157628887:-,380.825182648457,-1.817375782971104,0.1212859481340694,-14.98422373680237,9.310704154876917e-51,2.7453137945239083e-50,0.0304182910323049,0.90611448698566,miR-544
SCN2A,chr2:165208056-165392760:+,5552.41263910235,-2.223310975860718,0.09866001164344199,-22.535077168810606,1.8810966234281522e-112,1.1574450629978616e-111,-0.31950244512556,0.53292906333499,miR-544
METTL8,chr2:171315746-171434803:-,1143.7586300395633,0.8496600337066775,0.03189003443903014,26.64343418415317,2.1323913874694878e-156,2.204084738194481e-155,0.179651909436557,0.023283981685583,miR-544
SCRN3,chr2:174395729-174430099:+,1898.6104938364017,0.406100828104224,0.02656687336393155,15.285985013786597,9.48184020469494e-53,2.86696791653989e-52,0.135959348593044,0.0716967871302836,miR-544
HNRNPA3,chr2:177212694-177226430:+,13731.112738311502,0.4092484550376887,0.030386580336666743,13.468065524433449,2.4110023720479306e-41,6.285931783208923e-41,0.141957112858774,0.249996745782278,miR-544
KLF7,chr2:207073876-207173856:-,2151.0205372635282,0.31359926738335375,0.040583663889979894,7.727229070137786,1.0991276002357427e-14,1.854409434585704e-14,-0.102374093084235,0.260704063878823,miR-544
MRPL44,chr2:223943224-223969466:+,1537.4785780126813,0.9413595111797329,0.035451350533692895,26.553558524803353,2.33634061293496e-155,2.3862785094484038e-154,-0.164703423561272,0.0195839864966041,miR-544
KCNJ13,chr2:232765802-232776565:-,69.55775474586038,-1.0594508689051054,0.10464690109877137,-10.124053916371004,4.32137516553921e-24,8.653993977840962e-24,-0.360945737202155,0.00356099371397616,miR-544
SLC6A11,chr3:10816200-10940733:+,4827.594116655895,-0.42482048976680653,0.10394149241756721,-4.0871116999182835,4.367768577899092e-5,5.777668832697234e-5,-0.265377623425415,0.582607518628339,miR-544
KCNH8,chr3:19147102-19536381:+,1708.6023463187375,-2.3079291869982805,0.13285576193052995,-17.37169057225454,1.351837258543281e-67,4.902969498294555e-67,0.325580436121363,0.195625457068037,miR-544
TRIM71,chr3:32818018-32897826:+,114.99617580392152,0.34773334436486175,0.0964273689818724,3.606168539455151,3.107513482359115e-4,3.982991736548191e-4,-0.486553408605662,0.484352567195307,miR-544
FAM208A,chr3:56620132-56683265:-,4247.329947191447,0.48764214326587424,0.025209288971707326,19.343748402152897,2.301235319369875e-83,1.0086215653394383e-82,0.3152271,3.492664e-4,miR-544
ATXN7,chr3:63863867-64008429:+,1624.4233640299883,-0.37581842364702006,0.03471439575650386,-10.826010807824854,2.5920317730438532e-27,5.455696527089373e-27,-0.0737159953314759,0.409405650293838,miR-544
EIF4E3,chr3:71671364-71754831:-,2766.563080934675,-1.1805431479788713,0.051051986791736025,-23.124333099803476,2.6356032647535105e-118,1.745004176918676e-117,0.356634311722047,0.018024447312557,miR-544
UMPS,chr3:124730366-124749454:+,1301.5542060093237,1.3475482438970912,0.0330231995824038,40.80610785561565,0,0,-0.0162448988125484,0.671349640555633,miR-544
MSL2,chr3:136148918-136197300:-,1509.3109864826872,0.73839547347764,0.029455646174621975,25.068045328227004,1.1099602534293705e-138,9.342219653058528e-138,-0.0517785889830884,0.448459969374174,miR-544
PFN2,chr3:149964432-149971455:-,19765.92352302023,0.5368196721245259,0.05982680173770543,8.97289603542686,2.8881866449489088e-19,5.3313327953142555e-19,-0.102643960085312,0.0106050676875831,miR-544
PLD1,chr3:171600404-171810494:-,976.5776469495872,-0.11008760080857856,0.09563769019046807,-1.1510901255491706,0.24969515990814486,0.2734200696702622,0.348757601223396,1.8261273643336e-4,miR-544
IGF2BP2,chr3:185631615-185825051:-,1711.3018530177317,0.782891729934489,0.06999790784818956,11.184501851575524,4.8562483899177244e-29,1.052887415001176e-28,0.0421618379816318,0.744773843329122,miR-544
ATP13A3,chr3:194402117-194487006:-,3375.3847155343024,0.7267970595121523,0.04935480346464526,14.72596400941572,4.3916218464643856e-49,1.2693648392322153e-48,-0.0274036017522172,0.531150575002504,miR-544
LNX1,chr4:53456796-53652524:-,3520.7978893722984,-0.6487923486514386,0.05839458333293826,-11.11048853542343,1.115475620352481e-28,2.4020398775196163e-28,-0.183518584365636,4.4163616055475e-4,miR-544
MUC7,chr4:70430492-70482997:+,51.490387624429474,-4.981218674321305,0.2401736758235968,-20.740069273786354,1.5070841977994466e-95,7.657472956919928e-95,1.887548,NA,miR-544
G3BP2,chr4:75641434-75726474:-,7724.127886588812,0.3921004682549241,0.04298224922241392,9.122381339933597,7.349142020736867e-20,1.370911102647799e-19,-0.13114,0.02250491,miR-544
HSD17B13,chr4:87303789-87322906:-,92.85933221353933,-0.27748217315456786,0.0815703192353724,-3.401754164451518,6.695483694660454e-4,8.469181060182508e-4,-0.3549064,0.5903367,miR-544
GAB1,chr4:143336527-143487739:+,4196.075387718352,0.81311302008946,0.05460178841701411,14.891692079376856,3.7320352756434317e-50,1.0933064939222673e-49,1.70436e-4,0.9977901,miR-544
HHIP,chr4:144645996-144742645:+,701.176070365421,-0.6115689536545,0.12551285163135376,-4.872560424734441,1.1016114744940524e-6,1.5306788450561782e-6,0.166123918622043,0.704830397512542,miR-544
CDH6,chr5:31193655-31329146:+,1539.065314371916,1.4620719590727072,0.07227276985290801,20.229914559084502,5.339539431709557e-91,2.571450598721177e-90,0.9599906,0.009552091,miR-544
ITGA2,chr5:52989326-53094779:+,1181.4089077619626,1.2017753815723822,0.08373262094559658,14.352535105203613,1.027128899149668e-46,2.8756940442448193e-46,0.2371598,0.2005507,miR-544
KIF2A,chr5:62306162-62391367:+,5775.536888092017,0.28153744601460917,0.028825767419244953,9.766867328106112,1.562074316796338e-22,3.0441980016528354e-22,0.1359507,0.05211824,miR-544
MSH3,chr5:80654648-80876815:+,1061.2349149914935,0.5473360689269283,0.02711912919875888,20.182656490016555,1.3906785695507092e-90,6.664557227571122e-90,0.1591443,0.2676554,miR-544
RHOBTB3,chr5:95713522-95796818:+,9671.364957212465,0.5224520650136646,0.06184481232147821,8.447791260128396,2.968655465245828e-17,5.281939643468552e-17,0.05953349,0.1126966,miR-544
DMXL1,chr5:119071002-119250170:+,2397.2668909651816,-0.3003849947119375,0.03161688817452133,-9.500776706861515,2.0833054293417477e-21,3.987505245148009e-21,0.2977293,0.08921265,miR-544
RAPGEF6,chr5:131423532-131635236:-,1837.5673602571555,-0.5369829726553871,0.042790749202920704,-12.549043488556986,4.0234068641012464e-36,9.715231521372096e-36,0.2845876,3.069632e-5,miR-544
FAM53C,chr5:138337535-138349729:+,4848.6599634013355,-0.25029321202980437,0.024395198102363975,-10.25993767214172,1.0677563537984947e-24,2.1588532864913553e-24,0.03870619,0.7951571,miR-544
SLC35A4,chr5:140563916-140569199:+,5046.499694368422,1.0334215243887355,0.03172908042633066,32.57016939990298,1.0850711632713023e-232,2.9732191531671755e-231,-0.01319775,0.7885779,miR-544
ZMAT2,chr5:140700360-140706976:+,5362.914143962893,0.2901459911583619,0.033225357118057304,8.732667345828872,2.4873583851762106e-18,4.516963181709081e-18,0.09102781,0.05702473,miR-544
JAKMIP2,chr5:147585439-147782848:-,3256.109492433957,0.09683543182210835,0.041232014993017034,2.3485495879478164,0.018846689476826863,0.022294708799818628,-0.07201735,0.2760624,miR-544
STK10,chr5:172042070-172188342:-,1686.4985153502935,1.4344408966445763,0.06424991022931711,22.32595954647799,2.0680118220638268e-110,1.2424790291970318e-109,-0.09644525,0.3782335,miR-544
STC2,chr5:173309380-173329565:-,703.8258294119096,2.6770238885530415,0.12764652456756048,20.97216432348812,1.1778227363797985e-97,6.130481292530139e-97,-0.3645982,0.2555026,miR-544
CPEB4,chr5:173887926-173961232:+,4315.886657242901,-0.07680537402571679,0.04375116925924098,-1.7555044888199005,0.07917305352560366,0.0902471888784431,-0.2246339,8.529435e-5,miR-544
TMEM170B,chr6:11532262-11583524:+,2787.863408049674,-0.6404946110617754,0.04430877129126865,-14.4552555260766,2.3226621843399983e-47,6.556082872915691e-47,-0.144197,0.4375247,miR-544
BAK1,chr6:33563443-33580293:-,1041.585487107356,0.897321484177674,0.041175524364802346,21.79259397470411,2.727546515321956e-105,1.5491199091238234e-104,-0.05800637,0.3934282,miR-544
MED20,chr6:41905353-41921147:-,984.1516761685965,1.5570352822898945,0.04147809256903666,37.538738785983114,0,0,0.1403086,0.128945,miR-544
TCTE1,chr6:44278852-44297805:-,2923.189933013847,-3.5061427640830214,0.09729386854030822,-36.03662611719925,2.2341475107904463e-284,1.4245003847646422e-282,-0.01133616,0.9692139,miR-544
PTCHD4,chr6:47858598-48111132:-,459.8942897634889,0.33445604829770825,0.09371181414247573,3.5689848858246895,3.583670968026336e-4,4.581715838515443e-4,0.1372623,0.5578992,miR-544
IMPG1,chr6:75921114-76072678:-,201.48926538819862,-1.6932537227760023,0.058033758610288956,-29.17704734836528,3.792484928961348e-187,5.721515065036473e-186,-0.2052747,0.813363,miR-544
SYNCRIP,chr6:85604665-85643862:-,6252.151502273071,1.2488607726327363,0.03969795356195043,31.45907183058777,3.1546524051995333e-217,7.005246160170546e-216,-0.02472218,0.5355664,miR-544
UFL1,chr6:96521595-96555602:+,1705.1790193842921,0.6721002530598607,0.040838134001226455,16.457663149831383,7.389879178622589e-61,2.4725863402964667e-60,-0.003139767,0.9719528,miR-544
FBXL4,chr6:98868535-98948006:-,1062.3012901972088,0.3206965660395245,0.03136121697599535,10.225896727317489,1.5181629208733768e-24,3.06218626119539e-24,-0.06276708,0.3105167,miR-544
SESN1,chr6:108980505-109094505:-,3758.8234305213186,-0.49554109912752153,0.048405683702627746,-10.237250281842845,1.3501920827195246e-24,2.725806985919295e-24,-0.1809232,0.01047485,miR-544
HDAC2,chr6:113936156-113971319:-,4019.725114361612,1.091631428425823,0.04778287976096823,22.8456600750449,1.6140299822443782e-115,1.034159659501965e-114,0.02805335,0.7327709,miR-544
MCM9,chr6:118786258-118935162:-,2180.256373805838,0.677522282193059,0.0369247775546884,18.348716690021952,3.3800159172675464e-75,1.3416101488725093e-74,-0.01967893,0.770598,miR-544
RSPO3,chr6:127118671-127199787:+,149.83518815851414,-1.1672158253199112,0.13117362032573796,-8.898251206465241,5.6733495377225735e-19,1.0419836022452631e-18,0.3244878,0.03253676,miR-544
TBPL1,chr6:133952170-133988754:+,1610.529124652572,-0.575653595753282,0.04412513245163221,-13.04593468097314,6.702986656762547e-39,1.684127839579011e-38,0.2329325,0.02223399,miR-544
OLIG3,chr6:137492199-137494394:-,1.0248854950311403,2.5304192707913065,0.3440679078266558,7.354418163481124,1.9176054526511599e-13,3.147472590257818e-13,NA,NA,miR-544
FAM126A,chr7:22895848-23014195:-,2001.292315408496,1.9741343436620453,0.0646593983053899,30.531282310084297,1.0021484501150953e-204,1.867470925069643e-203,0.2465708,1.584256e-4,miR-544
NFE2L3,chr7:26152227-26187137:+,1060.6644055004006,0.4828445094007235,0.07026607537518514,6.871659002193862,6.345950477109619e-12,1.0075259962589466e-11,0.07830631,0.1549443,miR-544
EVX1,chr7:27235559-27250493:+,16.696272160038635,3.4593302396657353,0.18840708154348249,18.360935328576577,2.6991789593891616e-75,1.0721593540465546e-74,0.06870871,0.9276283,miR-544
POU6F2,chr7:38977878-39468961:+,446.1673963780546,-2.382367413793995,0.09378596074243627,-25.402175282254387,2.3860964045147403e-142,2.091631629599234e-141,-0.5492791,0.04225916,miR-544
INHBA,chr7:41666309-41710532:-,218.3622629416777,1.3853869385801283,0.1314370801140734,10.540305196811735,5.631584126871992e-26,1.1613441416029693e-25,-0.4062114,0.09747629,miR-544
CAMK2B,chr7:44217055-44326045:-,16139.867891144597,-2.37504230750432,0.09777682974464641,-24.29044093275443,2.4737612533203753e-130,1.8831518463549067e-129,-0.5800012,0.00388341,miR-544
EIF4H,chr7:74174376-74200603:+,16680.34719644316,0.6489162422389938,0.03190644331003002,20.33809396846819,5.9186315071719494e-92,2.884170211669026e-91,0.01515147,0.8569615,miR-544
KRIT1,chr7:92198969-92246128:-,2756.4490493401418,0.4087403090814925,0.04397858921665459,9.294075057021235,1.4849162819263562e-20,2.8007553642390075e-20,0.1397338,0.1130308,miR-544
SRPK2,chr7:105110708-105399366:-,9180.998041944065,0.2060212568432556,0.028528763679045697,7.221527689073245,5.140675137715297e-13,8.359682316008479e-13,-0.3364232,0.008882912,miR-544
CCDC71L,chr7:106654360-106679597:-,926.8767056638193,1.8357692295479107,0.09769973820319082,18.789909403134466,9.133515958510513e-79,3.790052997436412e-78,-0.2575977,0.006748255,miR-544
CAV2,chr7:116499601-116508541:+,1400.6212734087826,1.5836901372422298,0.09238841023590288,17.14165373338998,7.255735503217397e-66,2.576084939536048e-65,0.2732425,0.001709991,miR-544
AKR1D1,chr7:138001784-138118748:+,50.82744441005542,1.8146231314579047,0.08956166553247821,20.26115884144493,2.8321787942530616e-91,1.3688334872156925e-90,0.09761935,0.7066329,miR-544
UBN2,chr7:139229565-139329421:+,2175.9166332919604,-0.5402243815239018,0.03951252770885194,-13.672230374744567,1.4876447640754557e-42,3.9446610040713803e-42,0.07439655,0.4922565,miR-544
TMEM178B,chr7:141073402-141511338:+,4833.761247118907,-0.2883609425947399,0.06493485263665524,-4.440773034602411,8.963629586240655e-6,1.2112815476114394e-5,-0.07778874,0.5263079,miR-544
XPO7,chr8:21919669-22008585:+,5677.633499423823,0.2040517653821029,0.02874083441939537,7.099716118346282,1.2501341014156205e-12,2.0161370964310435e-12,-0.06266141,0.2115454,miR-544
LEPROTL1,chr8:30095003-30143150:+,3350.8102124933503,0.9422421517744464,0.03506287923248799,26.87292579502139,4.552464582288129e-159,4.8653689170786745e-158,0.3954571,3.435825e-4,miR-544
FNTA,chr8:43041526-43085958:+,4656.002638984072,0.9915557840971905,0.03875713172280461,25.58382780203937,2.3090982821891096e-144,2.067014624276532e-143,0.1132662,0.02764902,miR-544
RAB2A,chr8:60516910-60624614:+,8467.306879167982,0.4346703234937042,0.031793874335528396,13.671511653676548,1.502412962285245e-42,3.983575510606462e-42,-0.1737558,5.178994e-4,miR-544
CHD7,chr8:60678744-60871797:+,2474.658590245811,0.988672338955975,0.08178704397757905,12.088373547612354,1.21671560654354e-33,2.8283289867996796e-33,-0.05708389,0.9200046,miR-544
E2F5,chr8:85177384-85214518:+,969.0504386001238,1.9965969620986634,0.061439030278552964,32.49720825746223,1.1676509570720162e-231,3.157345768614682e-230,-0.1123146,0.06644391,miR-544
RUNX1T1,chr8:91954967-92103385:-,1035.7007074364178,-1.7119524362659888,0.07584767147668711,-22.570929376417077,8.366884206195193e-113,5.176994588794506e-112,2.488121,0.06729832,miR-544
TMEM65,chr8:124302770-124372699:-,2288.3449392951684,0.02044881816357924,0.046873466571137494,0.4362557254549352,0.6626512009209159,0.688065335150405,0.3233528,0.02673191,miR-544
BNC2,chr9:16409163-16871643:-,361.87714164354503,1.7115835927462157,0.12945324233601252,13.221635564009905,6.581702660093694e-40,1.679998507967301e-39,-0.2828262,0.1019244,miR-544
IFT74,chr9:26947039-27066129:+,691.6967678279467,0.17989670453171744,0.04923702234540596,3.6536877325706643,2.5850062566996093e-4,3.3227645137858333e-4,-0.05669016,0.2225111,miR-544
DCTN3,chr9:34613545-34620523:-,5106.786933264454,0.3974978659846723,0.04944777941707114,8.03874047875731,9.076658562351185e-16,1.565890719478309e-15,0.1643603,0.1216705,miR-544
RGP1,chr9:35749280-35753267:+,500.60413215311286,0.95457784807498125,0.056457242433632246,16.907978621115365,3.929572159904457e-64,1.3677817914576588e-63,0.0579798,0.3652163,miR-544
PTAR1,chr9:69709416-69760050:-,2977.024485274575,0.6673358748684801,0.05074689087110866,13.150281000730418,1.695431982093569e-39,4.300135888678181e-39,0.2153017,0.2162659,miR-544
VPS13A,chr9:77177353-77421537:+,2475.6128512659916,-0.9287549614361931,0.04318041650789889,-21.50870780198005,1.2904933514533396e-102,7.092941141844152e-102,0.5541973,0.01302888,miR-544
NTRK2,chr9:84668368-85027070:+,47953.57442784108,-0.37844009563338715,0.08955361428326696,-4.2258494943190525,2.3804105799549532e-5,3.175698180550278e-5,0.3020417,0.7346312,miR-544
BICD2,chr9:92711084-92764841:-,2741.6445325968375,0.09337739785462038,0.03920953557010493,2.381497166363159,0.017242423421695425,0.020440935467888506,0.2476989,0.02541308,miR-544
GABBR2,chr9:98288072-98709197:-,10367.969672954092,-2.1068161736420534,0.11439551660257435,-18.416947064118084,9.607153958270357e-76,3.8362752446671204e-75,-0.0203815,0.8692427,miR-544
PDCL,chr9:122816058-122828656:-,1479.0388019546153,1.0213723810084716,0.03418340015793698,29.879192130959538,3.6676324953415804e-196,6.1272207679927444e-195,0.09545804,0.05490005,miR-544
GAPVD1,chr9:125261794-125367209:+,3235.088157914375,0.4243515986263407,0.026369824571507012,16.092317848972684,2.8881905152982982e-58,9.366246903196694e-58,-0.05098848,0.1444203,miR-544
